"","sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"133","83B",,,5966592,,37564416,1287808,,,,,17022976,41644032,21875712,3420672,,,53641216,,,,1479040,5865984,,,,,25927680,,62865408,,,2390784,,905216,4096512,,,,,18143232,,,2982656,83357696,1079872,,587595776,,,,,,,,121700352,,,,855232,,307216384,23106560,,184860672,78942208,,,1977344,,4550656,4211200,,,601751552,,,4199680,,,,1475840,,1909440,,1027904,2424576,,1965440,,,1966592,,1108032,,14547968,,18290688,20509696,7884800,2143488,1468928,96096256,2104064,877527040,,,,,,3406336,,,,2977280,461264,,,43311104,,7005184,,,2800384,,137084928,,,,,,1482752,1464598528,,,,,,2058048,2984192,,1296064,,,,3515136,,,1432448,,,,,,,,,1654464,,,,,,,,,,535920640,,8699904,,40112128,590528,,,,,2482944
"134","101B",,,8710144,,33619968,,,,,,34816000,10544128,19082240,4296192,,,11144192,,,,,8650752,,,,,7843328,,33673216,,8692736,1731456,,,4720128,,1236480,,,4484864,,,8468480,34906112,,,176029696,,,,,856960,,347248,,,,,,,156598272,43401216,,88752128,5533440,,,4998400,1905920,,12547072,,,192266240,,,5905664,4293120,,7155456,1812032,,2276864,20344832,,,3669248,,739840,,1362048,,918848,,3603968,,12928000,3614720,7042048,4111360,,957218816,6394112,,,,1081216,,,3082240,1027200,,,,,656512,,48410624,,976128,387824,,6735616,299264,,,,,,,3206656,1286406144,354877440,,,,,586624,,,,,,,,,,,,,,,,,,,,,,,,,,1715520,,,60968960,,,,37576704,,1707200,,,,6709760
"135","105B",,,9422848,,17569792,1391424,,,,,98889728,,55042048,3597056,,,5076224,,,,,5793280,,,,,42176512,,13470720,,1021760,9538560,,,4792832,,4397312,,,5725696,,,6293504,,,,24720384,2753280,,,549312,883712,,,89399296,,7475456,,,,18286592,30339072,,14982144,8165376,,7309312,3029760,1445568,,42061824,,,26924032,9257984,,11730944,,,,,1707328,2071104,2370304,,1836352,2142720,,,,816384,,2924800,,,,18205696,,36323328,6744320,,57577472,16062464,1522176,,,1481664,,,28113920,1049216,,,61526016,,,,96452608,,4209920,690176,,2980096,1319104,,,,,480928,,1293824,2336751616,879099904,,,,,1530368,,,469376,,,,,,,,,,,,,,,,2646528,,,,545344,1094144,,,,,1272512512,1279872,8537088,,18229248,10736640,,1864320,,,15199232
"136","107B",,,9644032,,21395456,,,,,,37015552,4305152,19292160,3516672,,,7014656,,,,4693248,12893184,,,,,13806592,,15483904,,1743680,2723840,,,3806976,,,,,2959872,,,7387648,12669952,,,73932800,,,,268208,,,,198672384,,,,,,88895488,21756928,,50929664,4176640,,,5874944,1524096,,43315200,,,110358528,,,7519232,3354368,,5407488,1713920,,,,18689024,,2492160,,,1334592,1616000,1824256,1418816,,5470208,,11560960,3282176,7264256,3086592,,894304256,6409984,,,,1020288,,,2932992,,,,,,1246016,,62566400,,914624,500496,,3042048,,,,,,,,1688960,1444544512,,999168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915008,,,81911808,,8827904,,21645312,248240,2481664,,,,7077376
"137","109B",55562240,477056,5996800,,15217664,,,,,,17828864,65773568,30254080,,10693632,,6389760,5634560,,9180160,,,18596864,16930816,,,1797696,,96600064,,,2237440,,,,145358848,,,22708224,,,31100928,,31461376,5303552,,1140916224,,,,,,,,,,,,286457856,48984064,180273152,,58429440,77484032,5416448,7510784,,1911872,,,,,,574029824,,,4402176,,,,1177664,,,1892928,879168,,1514816,,,348061696,,,776640,,,,2685184,,12210176,2441728,,13465600,2374400,,,,,1703040,,1874368,,,6848256,13169664,,,,47722496,,1358016,605568,,2358784,1108224,,,,,,12454912,1040640,450445312,116097024,,,,372457472,,,,,,10004480,,,,,1223296,,,,,,,,827328,,,,,,,,,,,319356928,,55648256,,10163200,,,,,,2715136
"138","111B",5205760,295344,9613312,,23989248,,,,,,20482048,8825856,9090048,,,,24734720,,657792,,,7876096,,3185408,,,25688064,,23674880,,,3335168,3234560,,3494400,2208256,,,,9292800,,,7081728,17150976,2833664,,260980736,,,,453456,,1667136,374832,,,,,1155072,1066688,90836992,24563712,,55672832,30877696,,,4815616,,4730880,7899136,,,179011584,1793984,,3542528,,,,966336,,,8061696,1572736,,1403200,3113984,,,1335296,1777728,,,7062784,,12305408,5720320,6803200,2506240,,9904128,5542912,,,,,,,3229952,,,,6873600,,,,28095488,,3164416,1100928,,2071296,549888,5743360,,,,,,1760640,611254272,,,,,,,,,,668992,,,,,,,,,,,,,,,829760,,,,,360000,,679552,,595008,105189376,,10170368,758016,42614784,757376,4710656,,2426112,,2957056
"139","113B",,,28024832,,17338368,,,,,,102858752,,58634240,895424,,,1929856,,,,,117399552,,,,,10081280,,,,,9510912,,,,,3585536,,,,,,5697280,,,,5819904,5189632,,,,,,1241344,89350144,,2781952,,,,,47169536,,2059648,7492864,,,2160128,,,18852864,,,3254016,21792768,,9136128,,,,5599232,3621888,,5869312,1905920,3152128,5963520,5301760,,,1131712,,3115264,,1988672,,11736064,,24338432,1505728,,11013120,3931648,,,,,,362112,905664,9845760,,,11792384,705280,,,54861824,,3766784,814272,,1065344,,,,,,858944,,7454464,1400176640,,,,665344,,,,,,570432,,,,,,1930112,,,1148928,,,,,,,,,763584,,,,,,,578551808,,9588736,,13768704,,3364864,,,,15176704
"140","115B",,,9466880,,31546368,1022784,,,,,155500544,,73891840,,,,17394688,,,,5477888,11487232,,,,,13817856,,16645120,,3019008,6642432,,,1344576,,3058944,668352,,7017728,,,12180480,8520704,,,156762112,2380544,,,697280,2236672,,,,,977280,,,,46002176,69591040,,33453056,22256640,,,4320000,6235904,,39559168,,,109428736,15502336,,21492736,,,2189824,3656704,,,16957440,,,7232768,,732480,,1988224,,43188224,4934144,7058432,,18771968,5358080,30845952,2640384,,149815296,38055936,,,,,,,8873984,2072000,,,45178880,,,,186613760,,1767168,1714624,,1755328,519008,2580992,,,,,,3842048,1438056448,,,,,,1242048,,311632,,,,,,,,1781184,,,4833792,,,,,,576768,,,636288,,,,1549504,,,629538816,,,,46645248,596736,4172544,,,,25266176
"141","117B",,,12212224,,19670016,1845824,,,,,128233472,,71761920,8501248,,,3437568,,,,8073472,23736320,,,,6712576,17575936,,,,1552192,8043264,2780416,,12356608,,3155712,488800,,1704448,,,9800704,,,,12368896,4183552,,,,,,,,,918528,,,,9272320,60899328,,8242944,7307008,,,4655616,1362240,,7029760,,,10549248,29026304,,13635584,,,,1554304,1531904,868352,,,2258944,2260480,,6098944,,1108800,,764160,,,,62996480,3380736,33137664,3567872,,8636416,2655744,,,963712,,,,1892864,1437376,,,7966976,,,,105275392,,3135488,718528,,2552320,,,,,,,,3913472,1511849984,446234624,,,,,,,,,,,,,,,,,,,,,,,,4217344,,,669888,,,,1249280,,,144343040,,10329088,,8184064,,2230272,,,,18800640
"142","121B",,,4425984,,24125440,,,,,,88776704,,37646336,4497920,,,1564800,,,,,4731392,,,,,,,,,7559168,4119296,,,4394240,,,,,1185216,,,21399552,,,,2320384,,,,,1440768,,,,,,,,,4974336,23281664,,4066048,4754432,,,5139968,9095168,,,,,,,,8038656,11748352,,30628864,4246272,,,89731072,,,6000128,,,,,,64516096,,,,60444672,1858240,16602112,4201728,,335167488,274120704,,,1780992,,,,655884288,3823360,,,,,,,64507904,658304,3184128,1252608,,5533440,,,,,,,,6311936,950272000,,,,,,,,,,,,,,,,,,,,,,,,,1209792,,3373824,,,18149376,,3106048,,,4478720,5249536,,,31640576,,,2841600,,,15029248
"143","125B",,,10518528,,15721472,,,,,,88563712,,44122112,3758592,,,16154624,,,,,24717312,,,,,121737216,,17121280,,,6699520,2256896,,5050624,,2375680,,,3204096,,,4558592,9165824,,,58859520,,,,,,,,79151104,,,,,,41840640,10248192,,31424512,14381056,,,2306816,,,17345536,,,20440064,20658176,,10145792,,,,985408,,,8574976,,2179584,961280,1460224,,,764992,,2000704,,55840768,,,,16177152,2412032,,224444416,64438272,,,6324736,,,,97103872,,,,6258432,318416,,,87379968,,2016768,1221312,,2038336,,,,,,,,1008448,1595211776,593887232,,,,,,,,,,,,,,,778880,,,,,,,,,,,,1042112,,,,,,,381222912,863936,8954880,,19890176,,,,,,12553216
"144","127B",72192000,,13366272,,16185344,1296000,905408,,,,49451008,30945280,23912448,4933632,,,7144704,,,,5825792,10387456,9403392,5326848,,,1147584,,82214912,,,4314880,8187648,,5595136,13644800,15417344,,5520640,5772544,,,15174656,35938304,4072192,,543621120,,,,1077504,,,,43929600,,,,8866816,2682880,162545664,17472512,,84844544,9710592,2930688,,2746624,,,,,,413974528,11489280,,7169280,,,,,,,5553152,3246848,2392576,1963328,5160704,,2488064,4022272,,1360320,1408512,,,17731584,4093184,10323968,1849664,,70930432,6519040,,,,,,,4454912,,,,5895936,,,,53338112,,4683008,1376896,,1566976,,,,,,,1197760,653056,366460928,,,,,11893760,,,,1405824,,,,,,,2433280,1139584,,,,,,,,1257984,,,436112,,,,,,832704,359759872,,35258368,,10514432,,2631424,,2584064,,6852864
"145","131B",88653824,,9690112,18049024,,4317440,,,,,15869952,16283648,9579520,2204160,,,20894720,,,5787136,,9383936,8240640,4275200,,2767872,,,39059456,,,3041024,,,2637568,16970752,,,3618304,6150400,,,8621056,7282944,,,433831936,,,,,,,,431849472,,,,8982528,,15240192,20601856,,7219456,12338176,,,2777344,,,,,,160841728,,,3117056,,,,,,,9169920,,3239680,,3808512,,1473088,2036416,,9645056,,,,12763136,2058880,12648448,4957184,,32523264,81539072,,,1711488,,,,67588096,,,,17929216,2618112,,,28534784,,5503488,5481472,,2243328,,,,,,,556800,,268337152,,,,,2992384,,,,,811520,,,3268096,,522000,4032000,,,,,,,,,1115648,,2353408,1269888,,416144,,,,,426360832,,107388928,,10011648,,3617536,,,,2800384
"146","133B",,,9992192,,20078592,,,,,,67485696,,33101824,1780160,,,2660096,,,,,8662016,,,,,73433088,,,,,3810816,,,2134784,2343936,3576320,,,2124032,,,6880000,,,,7239168,2536704,,,297744,,,403968,32538624,,,,,,3622400,29448192,,3587840,7404032,,,1614080,778368,,6316800,,,5502208,6198016,,6027776,,,,,,1409792,1734784,572992,1266176,966656,1378304,,,1382976,,,,19796992,,6190336,1485248,13619200,2849024,,11918336,3024128,,,708224,1277312,,,1412992,,,,11949056,560384,,,64319488,,1844096,784960,,1091648,685952,,,,,,,954880,1463943168,584253440,,,,,,,,,,,,,,396752,,,,2215168,,,,,,770432,,326272,,,,609600,684672,,,902692864,,8415232,,15209472,1185152,,,,,8826880
"147","135B",,,7691008,,15009792,,,,,,48893952,,23663616,,,,6198528,,,,4865280,6715136,,,,,14456832,,12040192,486544,1984128,9674752,1444480,,,,1452800,,,2882816,,,19510272,5972224,,,63799296,,,,,,939712,,142639104,,,,,,28751872,2024896,,21199872,14480384,,,12529664,2206720,,22885376,,,40763392,18462720,,,,,2776320,,,,28103680,,,5542912,1250176,,,1318656,,5558784,4368128,,,10426368,,23322624,20480000,,761135104,103374848,,,,1040704,,,77586432,,,,3096576,364688,,,77037568,,4450048,959936,,14298112,1313472,,,,,,,2676224,1512701952,536117248,,,,,685824,,,,,,,,,,,,,,,,583488,,,1314432,,,,,457808,715840,,,,437190656,,,,18767872,,,787008,,,7797248
"148","137B",141918208,406944,19888128,20781056,,1951552,,,,,7687168,203063296,56483840,,,,26595328,,,,3538176,8567808,26096640,27776000,,,,,77271040,,,1311040,,,1627904,77647872,,,4889856,,,9512960,16999424,,879104,,1365704704,,,,,,,,40067072,2082816,4285440,,143867904,,,3619840,,,9724928,,7831808,3233536,,,9283584,,,35442688,,,1734016,,,,,,,26294272,3517952,,2936064,1246016,,39964672,,,2703104,,,,8837120,,6549248,1577408,,55226368,12088320,,,,,,,13493248,,,804800,8222976,,,,15577088,,1068736,761216,,1173952,,,,,,599872,600768,,785152,,,,,27504640,,,,,355408,,,,,,4934144,,,,,,,,,,,,,,,,,,,22185984,,144130048,4142848,67891200,,5602816,,7218176,,1933248
"149","145B",5542656,,11031552,,15462400,1395008,,,,,125046784,,64163840,979584,,,4251392,,,,,51396608,,,,,44863488,,,,,149798912,,,,,3162624,729152,,2643968,,,5608704,,,,8642560,4125184,,,1822976,543808,,,,,1141696,,,,2109952,33984512,,2898176,3996928,,,2128896,,,106233856,,,,11506688,,9362432,,,,9470976,2373888,,15961088,,,6737152,,,,1506304,,813440,1889536,6398976,,6251264,,25385984,1214720,,7008256,2590976,,,,,,,,,,,27701248,,,,69849088,,1025792,3211520,,938496,531776,,,,,,432112,5792512,957284352,,,,,,,,,,,,,,,,737216,,,11906048,,,,,,,,,,,,,596928,,,332677120,,34226176,,17007616,872192,,767360,,,18516992
"150","151B",,176656,6858496,,56995840,1641344,,,,,78065664,,31423488,,,,36159488,,,,3594240,20784128,,,,,18262016,,13273088,,,2471168,2622720,,1693824,,3680512,,,19507200,,,5390848,2300416,,,42696704,,,,,,,,656539648,,12314624,,,,8918016,19433472,,5881088,19899392,,,3825920,3571968,,14324736,,,83247104,,,6482176,,,,1986496,,2906112,30628864,,,2547456,,,514688,,,23564288,,,,18035712,,11569152,3112960,,62865408,15592448,,,1683456,,,,,,,,135380992,,,,76468224,,3960832,2893056,,5642496,958528,5857792,,,,884352,1125312,2365184,486096896,,,,,1062912,,,,828416,,,,,,,1696256,792256,,2601472,,,,,,1937600,,,,,,,1073664,,,335593472,,10771456,761664,22683648,804096,,,,,9743360
"151","165B",10126336,236720,6455040,,5990656,,,,,,32956416,8431616,16473088,2676224,,,24647680,,,,4543488,5933824,2308352,1929280,,,3765504,,18276352,,,4628224,,,4482560,,,,,2307584,,,10591232,6229248,,,314589184,,,,1409024,2050496,,,,,,,657920,,25718784,40726528,,15648768,18302976,,,3061504,,3024896,110837760,,,80379904,,,3678464,,,,2951168,,,47669248,,,2747904,2709504,,977088,2316544,,7118848,4536064,2149376,,14717952,3089664,9904128,6932736,,290930688,20667392,,,6594048,,,,25773056,,,,7249408,1068480,,,70483968,,4446720,2407168,,2351872,,1955904,,,,,,2055616,481247232,,,,,,1479552,,,,3184384,,,,,,,,,,,,,,,1698368,,,368720,,540928,458080,,,,260587520,,9395200,,8903680,,2673664,,3002112,,4798208
"152","4B",,,6078208,,64565248,,561408,,,,32675840,12900352,14481408,2361344,,,14851072,,,,3424256,3842304,,1861248,,,66412544,,42049536,,,10380288,,,4708864,2011328,,,,9568256,,,8770560,28648448,1877888,,354746368,,,,604352,,,,,506240,,,,966336,197623808,32411648,,128049152,21031936,,,2311168,,,18281472,,,,29697024,,5160960,,,,5145088,2779648,,19482624,2428416,2036480,4755456,1264000,,,893440,,2973440,1807040,33873920,,21236736,3514112,4469504,1350976,,46592000,7527168,50655232,,,,,,2563328,592960,,,1580544,395696,,,36319232,,4652800,,1104960,1263488,,,,,,,,5071616,1036582912,,,,,,1391680,,,,,,,12674048,,,,,,6210816,,,,,,744064,,,,,,,1104768,,,100982784,,8712192,773120,74829824,1417920,2816768,,,,7212032
"153","12B",5959168,,19878912,,10771456,1416512,,,,,85266432,7429632,36892672,,,,2457344,,,,,23671808,,,,,7320832,,19314688,,,671552,2834688,,,,2820352,,,1202048,,,2435584,7749120,,,147701760,3041280,,,,,991296,,34447360,,,,,,40411136,9273344,,26715136,5912832,,,2275840,,,5743104,,,57016320,7408384,,14640128,1085248,,1186688,,,,62705664,,,,883008,,,1353344,,595066880,,,,35217408,,14629888,1697536,,285671424,52862976,,,758400,,,,5878528,,,,21274624,576960,,,100995072,,1153472,1641856,,778496,488656,,,,,,,922880,1490223104,449527808,,,,,1608960,,,,,,,,,477888,995520,,,,,,,,,570432,,,483648,,8200704,706944,,,,533512192,,10683392,,,410848,4262144,,,,10444800
"154","20B",,,6343168,,17103872,1164608,,,,,157728768,,62832640,5444352,,,6832128,,,,,8375552,,,,,10463232,,,,,23331840,,,3743744,,,,,1899392,,,7069696,,,,12672000,1021504,,,1525888,,,,1286400,,,,,,6115072,84029440,,6914560,6419968,,,2773504,,,26817536,,,5766144,15072256,,11949056,,,,6137600,,2226688,6330624,986624,,10123264,,,,1013056,,,,2957056,,6214912,1868416,13744128,3443712,,22304768,4577024,,,,,,,3974912,,,,9136128,,,,98000896,,896000,,,2728192,349136,,,,,,,2681344,694812672,16438272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174604288,,,,31679488,13915136,6432512,,,,23005184
"155","21B",6057472,,12193792,,15016960,,,,,,13415424,7854592,6808064,4218112,,,7384832,,,,,70811648,,,,,28920832,,23450624,,,11070464,2857984,,6987008,,,,,3784704,,,5836288,8136448,,,122675200,,,,,,,,233390080,,,,,,44888064,88539136,,32994304,13042688,,1833216,2833664,8578048,,13803520,,,156237824,2441728,,2458112,,,,3051264,,,15473664,11158528,1773760,,,364208,,1440192,,4744960,,12963840,,32301056,3453952,23319552,3367680,,66273280,11305984,,,1967168,,,,5389824,,,,39038976,,,,21901312,,1945728,3156224,,3057920,,8156416,,,,,,1722944,1464860672,519225344,,,,,760000,,,,491840,,,,499936,573440,,,569984,7038208,,,,,,1219584,,2204672,730240,,1065664,,,,,641466368,,9248768,,23092224,,22837248,,,,2118912
"156","24B",5769216,,22965248,,28638208,,,,,493632,75644928,3523840,41664512,1274432,,,18391040,,524416,,,62214144,,,,,67588096,,15551488,,1727680,28019712,,,2715904,,3237120,,,5962752,,,2541056,8079616,,,54308864,,,,977728,2049856,,,84586496,,,,,,35909632,34746368,,28237824,11452416,,3142400,4219648,7710208,,66990080,,,60211200,,,9666560,,,,1728128,,,54181888,4121088,2239488,,,1962304,,,,14932992,,30892032,,23320576,,22135808,6227456,,672858112,40120320,,,1903360,806720,,,27744256,1593088,,,6738432,,,,85778432,,4867072,,,1775808,958272,2268672,,,,,,4052736,1541144576,474644480,,,,,,,318480,,,,,,427280,,,,,,,,,,,2307328,,,,,501024,,1289728,,,339509248,,38047744,,,3152384,5877760,1133696,,,12278784
"157","28B",5666304,,16586752,,19808256,4011008,525440,,,,30852096,40480768,21245952,3628544,,,29748224,,,,,10979328,,2993920,,5398272,,,50950144,,,2167552,3771648,,4966912,2223360,3253504,,,5478144,,,8967168,19291136,1492544,,536641536,,,,,,2854400,,28989440,,,,,,65310720,45883392,,44388352,53547008,,,4877568,,8360960,21994496,,,467369984,,,5227008,,,,1967680,,,7285504,7774208,3849216,1273920,5612032,,799552,,,5005312,1376448,,,20895744,16711680,8473600,3975168,,134840320,30740480,811859968,,,,,,19902464,,,,18923520,1075584,,,61976576,,4431360,671360,709696,1992448,1422848,107986944,,,,,,732480,216629248,,,,,,1931904,932800,,,546496,,,4121088,,,1212416,,,,,,,,,,,,,,434592,,,,,585367552,,8603648,,13777920,632640,2405376,968640,,,3803136
"158","30B",,,9339904,,14743552,859520,,,,,74645504,,40132608,2195456,,,3262208,,,,,24338432,,,,,78446592,,12713984,,,3578624,,,2821888,,,453968,,2354944,,,5858816,,,,8712192,,,,324944,,,,91394048,,,,,,,74067968,,5880320,9513984,,,1525632,1008960,,25441280,,,8559616,2678528,,5655296,1558976,,1639552,4229888,,3076608,134217728,,,,,3058176,,1171200,,2540032,,11148288,,13115392,,22486016,,,2332819456,8114944,,,,642816,,,7081472,,,,100732928,,,,97841152,,1382656,696064,,1489792,,,,,,,,6536704,1499201536,509722624,,,,,794048,,,,,,,,,,,,1209792,4406784,,,535104,,,,,1176704,,,,,1605184,,,391348224,,9698304,672192,14369792,,1458688,,,,12738560
"159","32B",74153984,,14843904,,18365440,955392,2112768,,,,45260800,21773312,23109632,2801920,,,4869376,,,7383808,,21570560,6508800,2558464,,2147584,,,186564608,,,2727680,7223040,,3331584,5662720,5655552,,22756352,11739136,,,5081088,20776960,4560640,,370245632,,,,1540800,,1944576,,,,,,7001088,6805504,89833472,157270016,,57192448,9451520,,,2000832,,,,,,649068544,,,5490432,,,,3109376,,,,,2243584,,6798592,,,,,,2142208,,,8891392,2906112,20239360,2847232,,428624,,6984192,,,,,,,,,,161153024,,,,82505728,,2203136,,,1538624,1031488,,,,,,,1370048,84631552,,,,,,,,,2073408,,,,,,,,,,,,,,,392032,,,,,,,,,,,966918144,,36098048,1372928,12737536,,3573504,,2885120,,6785536
"160","34B",,,6784256,,33255424,1786496,,,,,23897088,10944512,7991808,4582144,,,15749120,,2663424,,,8715264,,1046016,,,22098944,,31524864,,,10162176,,,7390976,,,,,9961472,,,2902016,27805696,,,368312320,,,,,,1657856,,55832576,,,,554944,,138870784,30708736,,96620544,13612032,,880320,1708096,,,,,,234635264,23774208,,4412416,,,,2738432,,,,,1817536,1117056,1934528,,562304,,,,,7709184,,20518912,1543040,4489728,1535296,,13969408,,,,,,,,,,,,7270912,614336,,,41603072,,13851648,716288,,2063744,844864,,,,,,,2019008,1506541568,,,,,,1890112,,,,,,,36859904,,,2372608,,,7084544,,,,,,2504192,,,,,,,,,,265486336,,9205760,,45924352,10068992,,,,,2563840
"161","36B",131407872,,4253184,25844736,,2484992,1818880,,2643968,,19521536,144621568,51527680,4685312,54292480,,47329280,,,16509952,5009408,,37765120,14113792,2558976,,38887424,,222298112,,,5806848,2901248,,5231872,59559936,,,71536640,5389568,,84373504,9899008,110141440,1399680,2625536,1400569856,,,7680000,,,,513376,,,,,347275264,,503873536,36458496,292978688,279543808,34631680,8791040,,2617088,,,2520576,,,263766016,,,3411968,,,729600,6779648,,,,,2899456,1686144,,2266880,1111556096,,,,,7432192,,12996608,,16519168,3006208,,513179648,4487680,,,,,14228480,1521152,6768896,,,,187645952,,,,49426432,,5463808,,,2874112,1342144,,,313760,,,,5322752,1762983936,,,,,,1604032,,,1332864,,,5543680,,633664,,,,480576,,,643520,,,2909440,1867264,314944,,520432,,,,1036928,,,1463418880,,39133184,1597568,35790848,,19105792,1077824,,,4174080
