"sample_id","(-)-alpha-Pinene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1-Butanol","1-Hexanol","1-Propanol","1-Propanol, 2-methyl-","1-Propanone, 1-cyclopropyl-","1,3-Cyclohexadiene, 5-(1,5-dimethyl-4-hexenyl)-2-methyl-, [S-(R*,S*)]-","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-","2-Decanone","2-Furancarboxaldehyde","2-Heptanone","2-Heptanone, 5-methyl-","2-Heptenal, (Z)-","2-Methylbutanoic Acid","2-Methylpropyl butanoate","2-Nonanone","2-Octanone","2-Octene, 2-methyl-6-methylene-","2-Pentylfuran","2-piperidinone","2-Undecanone","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","24.11_3-methylsulfanylpropanal","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.44_butyl butanoate","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"61B",NA,NA,NA,NA,NA,NA,NA,NA,NA,7201536,NA,43913216,NA,NA,NA,NA,49975296,2390272,23516160,1856960,NA,13225984,NA,NA,NA,NA,6205440,NA,NA,NA,NA,39297024,NA,12173312,NA,NA,81768448,NA,NA,4326144,NA,3039232,NA,NA,8017152,NA,NA,5025024,6077440,NA,NA,1049856,NA,8899584,1546944,1003840,19847168,NA,3845888,NA,1617600,1551680,NA,2080768,NA,63778816,2397952,NA,1985024,NA,NA,9425920,NA,NA,NA,NA,23585792,40771584,NA,NA,NA,2108416,4364544,NA,NA,NA,30416896,13079552,4158720,NA,2227968,1674944,4481280,NA,32186368,NA,NA,NA,NA,49115136,NA,NA,NA,22489088,22256640,1411840,NA,272875520,148307968,NA,NA,861824,2311936,NA,NA,118632448,NA,NA,NA,9884672,NA,NA,NA,44425216,NA,962944,NA,1445056,NA,NA,NA,NA,NA,NA,NA,2059008,1428357120,NA,NA,NA,NA,NA,1057728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516016,NA,527552,NA,1025408,NA,377847808,NA,8265728,NA,60456960,NA,1978112,1441408,NA,NA,7389440
"63B",NA,NA,NA,NA,6606080,NA,NA,NA,NA,5819136,NA,18084864,6120960,NA,NA,NA,166625280,NA,93900800,5009408,NA,18057216,NA,NA,NA,6045440,6189824,NA,NA,NA,2486784,NA,NA,13920256,NA,991680,3001600,2267392,NA,5096448,NA,6686976,NA,NA,4065536,NA,NA,6747392,NA,558144,NA,NA,NA,9812992,2692864,2126592,NA,NA,2067072,2594304,NA,NA,NA,NA,NA,88043520,NA,NA,NA,NA,963136,NA,NA,NA,NA,NA,NA,4378880,NA,NA,NA,2000768,1436672,821824,NA,NA,23283712,NA,8258304,NA,NA,NA,NA,18069504,25028608,3114752,NA,NA,NA,3312896,NA,NA,NA,6971392,9888768,1379072,NA,31666176,4294144,NA,NA,NA,NA,NA,NA,2501632,NA,NA,NA,7067136,403648,NA,NA,75304960,NA,512464,NA,1110784,NA,NA,NA,NA,NA,NA,NA,NA,44843008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4415232,884736,NA,NA,44040192,NA,8449024,NA,14978048,NA,2285312,NA,2797312,NA,25321472
"65B",NA,NA,NA,NA,4983296,NA,NA,NA,NA,9178112,NA,3851520,NA,NA,NA,NA,28759040,4459264,16503808,575616,NA,NA,NA,NA,NA,NA,11597824,NA,1341504,NA,NA,1385984,NA,13521920,NA,NA,582272,NA,NA,NA,NA,3847424,NA,NA,NA,NA,NA,3590400,2210560,701952,918016,NA,276496,3517696,7862528,920832,4483328,NA,1190784,1185024,NA,NA,NA,NA,NA,67317760,NA,NA,NA,NA,1218432,5061632,NA,NA,NA,NA,6642944,35020800,NA,NA,34422784,1990912,NA,NA,NA,NA,36491264,4222720,5253376,NA,NA,NA,NA,2110464,13407232,NA,2736128,NA,NA,2497280,NA,NA,NA,8423424,8710144,1283200,NA,853475328,6801664,NA,NA,1541824,NA,NA,NA,1605056,NA,NA,NA,233209856,1640384,NA,NA,59801600,NA,2655232,NA,1636608,914880,NA,NA,NA,NA,NA,NA,NA,802226176,NA,NA,NA,NA,NA,1086272,NA,NA,NA,NA,NA,NA,NA,959936,766272,NA,NA,NA,NA,NA,1108606976,NA,NA,NA,NA,NA,NA,NA,NA,357810176,NA,17916928,NA,2673152,2144512,2206208,NA,2157824,NA,4671232
"71B",NA,NA,NA,NA,127262720,NA,NA,NA,NA,9625600,14074880,NA,NA,6914560,NA,NA,36839424,8219392,11514880,2113280,NA,7792640,NA,NA,7653120,3046144,NA,19196928,14039040,NA,NA,1319168,NA,30018560,NA,1248640,4000512,NA,709760,2083264,15763456,NA,NA,26783744,4692736,NA,11566080,3596544,NA,8164352,1055552,1232896,NA,6630144,9624576,NA,NA,NA,3503104,2757376,NA,NA,NA,1328704,NA,121614336,NA,NA,NA,NA,2912768,139001856,NA,NA,11907072,NA,5034752,110604288,NA,2977792,6053632,1943616,NA,NA,NA,NA,32291840,NA,NA,NA,NA,1814784,NA,NA,NA,742080,2765824,2669568,NA,NA,NA,2602496,NA,10557440,27445248,2614272,NA,1308288,NA,NA,NA,NA,NA,879680,NA,NA,NA,NA,NA,56741888,NA,NA,NA,31652864,NA,8545280,NA,1515776,962496,NA,NA,NA,NA,2392576,NA,2363392,669712384,176668672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803200,NA,NA,NA,NA,NA,NA,672640,NA,680525824,NA,36388864,NA,9068544,NA,2982912,NA,9454592,NA,4409600
"79B",14538752,NA,NA,NA,NA,NA,NA,NA,NA,3094272,NA,18298880,NA,NA,NA,NA,37277696,NA,15796224,NA,NA,4201728,NA,NA,NA,NA,4148736,NA,NA,NA,NA,117620736,NA,9012224,NA,NA,11015168,2219520,277488,453984,NA,NA,NA,NA,2994688,NA,NA,1206016,1387968,NA,NA,NA,NA,NA,NA,NA,5019904,NA,1487616,1193472,NA,1450304,NA,918656,NA,8768512,1864000,NA,NA,NA,NA,NA,NA,939072,NA,NA,5199616,15579136,NA,NA,NA,NA,2272512,NA,NA,NA,3880704,NA,2749952,NA,NA,556224,NA,NA,11371520,NA,NA,NA,NA,8187392,NA,39809024,NA,4039168,5138432,NA,NA,24569856,16226304,NA,NA,NA,736384,NA,NA,4832768,NA,NA,NA,9286656,476448,NA,NA,38699008,NA,NA,NA,858624,493872,NA,NA,NA,NA,NA,NA,626944,NA,615907328,NA,NA,NA,NA,1174400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368852992,NA,NA,NA,32202752,49721344,11467776,NA,NA,NA,4472064
"81B",14327808,1511936,NA,NA,5344000,NA,NA,NA,352672,9385984,NA,41345024,NA,NA,NA,NA,30427136,6498816,17395712,2734336,NA,23175168,NA,384624,NA,NA,13489152,NA,NA,NA,NA,385597440,NA,15105024,NA,3102464,2626560,NA,NA,3083264,NA,NA,NA,NA,7065856,NA,NA,5825536,14728192,NA,NA,NA,NA,11475968,NA,747968,54358016,NA,2167040,NA,NA,1721088,NA,982848,NA,132157440,NA,NA,477840,NA,NA,NA,NA,NA,NA,NA,79048704,33955840,NA,NA,NA,2233088,NA,NA,NA,NA,122458112,NA,NA,NA,NA,1184768,3205120,NA,11611136,3157760,1679808,NA,NA,NA,NA,282214400,NA,9232384,9141248,2812928,NA,56332288,10338304,NA,NA,NA,NA,NA,NA,7459328,706048,NA,NA,4747264,NA,NA,NA,33087488,NA,560512,NA,2706176,NA,1355776,NA,NA,NA,NA,NA,1067712,919994368,NA,NA,NA,NA,NA,513504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217664,NA,NA,NA,NA,NA,NA,NA,810560,NA,NA,NA,171917312,NA,25503744,1224384,77873152,1233792,3264768,NA,NA,NA,5390080
"83B",4211200,NA,NA,NA,NA,NA,NA,NA,NA,5966592,NA,37564416,1287808,NA,NA,NA,17022976,41644032,21875712,3420672,NA,53641216,NA,NA,NA,1479040,5865984,NA,NA,NA,NA,25927680,NA,62865408,NA,NA,2390784,NA,905216,4096512,NA,NA,NA,NA,18143232,NA,NA,2982656,83357696,1079872,NA,1296064,NA,78942208,1965440,1966592,184860672,NA,7005184,20509696,NA,NA,NA,1654464,NA,587595776,NA,NA,NA,NA,NA,121700352,NA,NA,855232,NA,307216384,23106560,NA,NA,NA,1977344,NA,4550656,NA,NA,601751552,NA,4199680,NA,NA,1475840,NA,1909440,NA,1027904,2424576,NA,NA,1108032,NA,14547968,NA,18290688,7884800,2143488,1468928,96096256,2104064,877527040,NA,NA,NA,NA,NA,3406336,NA,NA,NA,2977280,461264,NA,NA,43311104,NA,NA,NA,2800384,NA,137084928,NA,NA,NA,NA,NA,1482752,1464598528,NA,NA,NA,NA,NA,2058048,2984192,NA,NA,NA,NA,3515136,NA,NA,1432448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535920640,NA,8699904,NA,40112128,590528,NA,NA,NA,NA,2482944
"101B",12547072,739840,NA,NA,NA,NA,NA,NA,NA,8710144,NA,33619968,NA,NA,NA,NA,34816000,10544128,19082240,4296192,NA,11144192,NA,NA,NA,NA,8650752,NA,NA,NA,NA,7843328,NA,33673216,NA,8692736,1731456,NA,NA,4720128,NA,1236480,NA,NA,4484864,NA,NA,8468480,34906112,NA,NA,NA,347248,5533440,NA,1362048,88752128,NA,976128,3614720,4293120,3669248,NA,NA,NA,176029696,NA,NA,NA,856960,NA,NA,NA,NA,NA,NA,156598272,43401216,NA,NA,NA,4998400,1905920,NA,NA,NA,192266240,NA,5905664,NA,7155456,1812032,NA,2276864,20344832,NA,NA,NA,NA,918848,NA,3603968,NA,12928000,7042048,4111360,NA,957218816,6394112,NA,NA,NA,1081216,NA,NA,3082240,1027200,NA,NA,NA,NA,656512,NA,48410624,NA,387824,NA,6735616,299264,NA,NA,NA,NA,NA,NA,3206656,1286406144,354877440,NA,NA,NA,NA,586624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715520,NA,60968960,NA,NA,NA,37576704,NA,1707200,NA,NA,NA,6709760
"105B",42061824,NA,NA,NA,NA,NA,NA,NA,NA,9422848,NA,17569792,1391424,NA,NA,NA,98889728,NA,55042048,3597056,NA,5076224,NA,NA,NA,NA,5793280,NA,NA,NA,NA,42176512,NA,13470720,NA,1021760,9538560,NA,NA,4792832,NA,4397312,NA,NA,5725696,NA,NA,6293504,NA,NA,NA,469376,NA,8165376,NA,816384,14982144,NA,4209920,NA,NA,2142720,NA,2646528,NA,24720384,2753280,NA,549312,883712,NA,89399296,NA,7475456,NA,NA,18286592,30339072,NA,NA,7309312,3029760,1445568,NA,NA,NA,26924032,9257984,11730944,NA,NA,NA,1707328,2071104,2370304,NA,1836352,NA,NA,2924800,NA,NA,NA,18205696,36323328,6744320,NA,57577472,16062464,1522176,NA,NA,1481664,NA,NA,28113920,1049216,NA,NA,61526016,NA,NA,NA,96452608,NA,690176,NA,2980096,1319104,NA,NA,NA,NA,480928,NA,1293824,2336751616,879099904,NA,NA,NA,NA,1530368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545344,1094144,NA,NA,NA,1272512512,1279872,8537088,NA,18229248,10736640,NA,1864320,NA,NA,15199232
"107B",43315200,NA,NA,NA,NA,NA,NA,NA,NA,9644032,NA,21395456,NA,NA,NA,NA,37015552,4305152,19292160,3516672,NA,7014656,NA,NA,NA,4693248,12893184,NA,NA,NA,NA,13806592,NA,15483904,NA,1743680,2723840,NA,NA,3806976,NA,NA,NA,NA,2959872,NA,NA,7387648,12669952,NA,NA,NA,NA,4176640,NA,1616000,50929664,NA,914624,3282176,3354368,2492160,NA,NA,NA,73932800,NA,NA,268208,NA,NA,198672384,NA,NA,NA,NA,88895488,21756928,NA,NA,NA,5874944,1524096,NA,NA,NA,110358528,NA,7519232,NA,5407488,1713920,NA,NA,NA,18689024,NA,1334592,1824256,1418816,NA,5470208,NA,11560960,7264256,3086592,NA,894304256,6409984,NA,NA,NA,1020288,NA,NA,2932992,NA,NA,NA,NA,NA,1246016,NA,62566400,NA,500496,NA,3042048,NA,NA,NA,NA,NA,NA,NA,1688960,1444544512,NA,999168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915008,NA,81911808,NA,8827904,NA,21645312,248240,2481664,NA,NA,NA,7077376
"109B",NA,NA,10693632,NA,55562240,NA,NA,NA,477056,5996800,NA,15217664,NA,NA,NA,NA,17828864,65773568,30254080,NA,NA,6389760,5634560,NA,9180160,NA,NA,18596864,16930816,NA,NA,1797696,NA,96600064,NA,NA,2237440,NA,NA,NA,145358848,NA,NA,22708224,NA,NA,31100928,NA,31461376,5303552,NA,NA,NA,5416448,NA,NA,77484032,NA,1358016,NA,NA,1514816,827328,NA,NA,1140916224,NA,NA,NA,NA,NA,NA,NA,NA,286457856,48984064,180273152,NA,58429440,7510784,NA,1911872,NA,NA,NA,NA,574029824,NA,4402176,NA,NA,1177664,NA,NA,1892928,879168,NA,348061696,NA,776640,NA,NA,NA,2685184,12210176,2441728,NA,13465600,2374400,NA,NA,NA,NA,1703040,NA,1874368,NA,NA,6848256,13169664,NA,NA,NA,47722496,NA,605568,NA,2358784,1108224,NA,NA,NA,NA,NA,12454912,1040640,450445312,116097024,NA,NA,NA,372457472,NA,NA,NA,NA,10004480,NA,NA,NA,NA,1223296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319356928,NA,55648256,NA,10163200,NA,NA,NA,NA,NA,2715136
"111B",7899136,NA,NA,NA,5205760,NA,NA,595008,295344,9613312,NA,23989248,NA,NA,NA,NA,20482048,8825856,9090048,NA,NA,24734720,NA,657792,NA,NA,7876096,NA,3185408,NA,NA,25688064,NA,23674880,NA,NA,3335168,3234560,NA,3494400,2208256,NA,NA,NA,9292800,NA,NA,7081728,17150976,2833664,NA,NA,374832,30877696,3113984,1335296,55672832,NA,3164416,5720320,NA,1403200,NA,829760,NA,260980736,NA,NA,453456,NA,1667136,NA,NA,NA,1155072,1066688,90836992,24563712,NA,NA,NA,4815616,NA,4730880,NA,NA,179011584,1793984,3542528,NA,NA,966336,NA,NA,8061696,1572736,NA,NA,1777728,NA,NA,7062784,NA,12305408,6803200,2506240,NA,9904128,5542912,NA,NA,NA,NA,NA,NA,3229952,NA,NA,NA,6873600,NA,NA,NA,28095488,NA,1100928,NA,2071296,549888,5743360,NA,NA,NA,NA,NA,1760640,611254272,NA,NA,NA,NA,NA,NA,NA,NA,668992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360000,NA,679552,NA,105189376,NA,10170368,758016,42614784,757376,4710656,NA,2426112,NA,2957056
"113B",18852864,NA,NA,NA,NA,NA,NA,NA,NA,28024832,NA,17338368,NA,NA,NA,NA,102858752,NA,58634240,895424,NA,1929856,NA,NA,NA,NA,117399552,NA,NA,NA,NA,10081280,NA,NA,NA,NA,9510912,NA,NA,NA,NA,3585536,NA,NA,NA,NA,NA,5697280,NA,NA,763584,NA,1241344,7492864,5301760,1131712,2059648,NA,3766784,NA,NA,5963520,NA,NA,NA,5819904,5189632,NA,NA,NA,NA,89350144,NA,2781952,NA,NA,NA,47169536,NA,NA,NA,2160128,NA,NA,NA,NA,3254016,21792768,9136128,NA,NA,5599232,3621888,NA,5869312,1905920,3152128,NA,NA,3115264,NA,1988672,NA,11736064,24338432,1505728,NA,11013120,3931648,NA,NA,NA,NA,NA,362112,905664,9845760,NA,NA,11792384,705280,NA,NA,54861824,NA,814272,NA,1065344,NA,NA,NA,NA,NA,858944,NA,7454464,1400176640,NA,NA,NA,665344,NA,NA,NA,NA,570432,NA,NA,NA,NA,NA,1930112,NA,NA,1148928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578551808,NA,9588736,NA,13768704,NA,3364864,NA,NA,NA,15176704
"115B",39559168,732480,NA,NA,NA,NA,NA,NA,NA,9466880,NA,31546368,1022784,NA,NA,NA,155500544,NA,73891840,NA,NA,17394688,NA,NA,NA,5477888,11487232,NA,NA,NA,NA,13817856,NA,16645120,NA,3019008,6642432,NA,NA,1344576,NA,3058944,668352,NA,7017728,NA,NA,12180480,8520704,NA,636288,NA,NA,22256640,NA,1988224,33453056,NA,1767168,5358080,NA,7232768,NA,576768,NA,156762112,2380544,NA,697280,2236672,NA,NA,NA,977280,NA,NA,46002176,69591040,NA,NA,NA,4320000,6235904,NA,NA,NA,109428736,15502336,21492736,NA,2189824,3656704,NA,NA,16957440,NA,NA,NA,NA,43188224,4934144,7058432,NA,18771968,30845952,2640384,NA,149815296,38055936,NA,NA,NA,NA,NA,NA,8873984,2072000,NA,NA,45178880,NA,NA,NA,186613760,NA,1714624,NA,1755328,519008,2580992,NA,NA,NA,NA,NA,3842048,1438056448,NA,NA,NA,NA,NA,1242048,NA,311632,NA,NA,NA,NA,NA,NA,1781184,NA,NA,4833792,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549504,NA,629538816,NA,NA,NA,46645248,596736,4172544,NA,NA,NA,25266176
"117B",7029760,6098944,NA,NA,NA,NA,NA,NA,NA,12212224,NA,19670016,1845824,NA,NA,NA,128233472,NA,71761920,8501248,NA,3437568,NA,NA,NA,8073472,23736320,NA,NA,NA,6712576,17575936,NA,NA,NA,1552192,8043264,2780416,NA,12356608,NA,3155712,488800,NA,1704448,NA,NA,9800704,NA,NA,669888,NA,NA,7307008,NA,1108800,8242944,NA,3135488,3380736,NA,2260480,NA,4217344,NA,12368896,4183552,NA,NA,NA,NA,NA,NA,918528,NA,NA,9272320,60899328,NA,NA,NA,4655616,1362240,NA,NA,NA,10549248,29026304,13635584,NA,NA,1554304,1531904,868352,NA,NA,2258944,NA,NA,764160,NA,NA,NA,62996480,33137664,3567872,NA,8636416,2655744,NA,NA,963712,NA,NA,NA,1892864,1437376,NA,NA,7966976,NA,NA,NA,105275392,NA,718528,NA,2552320,NA,NA,NA,NA,NA,NA,NA,3913472,1511849984,446234624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249280,NA,144343040,NA,10329088,NA,8184064,NA,2230272,NA,NA,NA,18800640
"121B",NA,NA,NA,NA,NA,NA,NA,NA,NA,4425984,NA,24125440,NA,NA,NA,NA,88776704,NA,37646336,4497920,NA,1564800,NA,NA,NA,NA,4731392,NA,NA,NA,NA,NA,NA,NA,NA,7559168,4119296,NA,NA,4394240,NA,NA,NA,NA,1185216,NA,NA,21399552,NA,NA,NA,NA,NA,4754432,NA,NA,4066048,NA,3184128,1858240,11748352,6000128,NA,1209792,NA,2320384,NA,NA,NA,1440768,NA,NA,NA,NA,NA,NA,4974336,23281664,NA,NA,NA,5139968,9095168,NA,NA,NA,NA,NA,8038656,NA,30628864,4246272,NA,NA,89731072,NA,NA,NA,NA,64516096,NA,NA,NA,60444672,16602112,4201728,NA,335167488,274120704,NA,NA,1780992,NA,NA,NA,655884288,3823360,NA,NA,NA,NA,NA,NA,64507904,658304,1252608,NA,5533440,NA,NA,NA,NA,NA,NA,NA,6311936,950272000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3373824,NA,18149376,NA,3106048,NA,4478720,5249536,NA,NA,31640576,NA,NA,2841600,NA,NA,15029248
"125B",17345536,NA,NA,NA,NA,NA,NA,NA,NA,10518528,NA,15721472,NA,NA,NA,NA,88563712,NA,44122112,3758592,NA,16154624,NA,NA,NA,NA,24717312,NA,NA,NA,NA,121737216,NA,17121280,NA,NA,6699520,2256896,NA,5050624,NA,2375680,NA,NA,3204096,NA,NA,4558592,9165824,NA,1042112,NA,NA,14381056,1460224,764992,31424512,NA,2016768,NA,NA,961280,NA,NA,NA,58859520,NA,NA,NA,NA,NA,79151104,NA,NA,NA,NA,41840640,10248192,NA,NA,NA,2306816,NA,NA,NA,NA,20440064,20658176,10145792,NA,NA,985408,NA,NA,8574976,NA,2179584,NA,NA,2000704,NA,55840768,NA,NA,16177152,2412032,NA,224444416,64438272,NA,NA,6324736,NA,NA,NA,97103872,NA,NA,NA,6258432,318416,NA,NA,87379968,NA,1221312,NA,2038336,NA,NA,NA,NA,NA,NA,NA,1008448,1595211776,593887232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381222912,863936,8954880,NA,19890176,NA,NA,NA,NA,NA,12553216
"127B",NA,NA,NA,NA,72192000,NA,NA,832704,NA,13366272,NA,16185344,1296000,905408,NA,NA,49451008,30945280,23912448,4933632,NA,7144704,NA,NA,NA,5825792,10387456,9403392,5326848,NA,NA,1147584,NA,82214912,NA,NA,4314880,8187648,NA,5595136,13644800,15417344,NA,5520640,5772544,NA,NA,15174656,35938304,4072192,436112,1405824,NA,9710592,5160704,4022272,84844544,NA,4683008,4093184,NA,1963328,NA,1257984,NA,543621120,NA,NA,1077504,NA,NA,43929600,NA,NA,8866816,2682880,162545664,17472512,NA,2930688,NA,2746624,NA,NA,NA,NA,413974528,11489280,7169280,NA,NA,NA,NA,NA,5553152,3246848,2392576,2488064,NA,1360320,1408512,NA,NA,17731584,10323968,1849664,NA,70930432,6519040,NA,NA,NA,NA,NA,NA,4454912,NA,NA,NA,5895936,NA,NA,NA,53338112,NA,1376896,NA,1566976,NA,NA,NA,NA,NA,NA,1197760,653056,366460928,NA,NA,NA,NA,11893760,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433280,1139584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359759872,NA,35258368,NA,10514432,NA,2631424,NA,2584064,NA,6852864
