"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-Aminocyclopropane-1-carboxylate","1-Methyl-xanthine","1-methylnicotinamide","1-methylurate","1,5-Anhydro-D-glucitol","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","1,6-ANHYDRO-B-GLUCOSE","1,7-dimethylurate","1,7-Dimethylxanthine","12-Hydroxydodecanoic acid","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-AMINO-2-METHYLPROPANOIC ACID","2-Aminobenzoic acid","2-METHOXYCINNAMALDEHYDE","2-METHYLHIPPURIC ACID","2,6-DIMETHOXYBENZOIC ACID","3-aminosalicylic acid","3-Carboxypropyl trimethylammonium","3-HYDROXYINDOLE","3-HYDROXYPROPIONIC ACID","3-Methyl-L-histidine","3-METHYLCATECHOL","3-methylxanthine","4-acetamidobutanoate","4-acetamidophenol","4-aminophenol","4-HYDROXY-PHENYLGLYCINE","4-Hydroxybenzenesulfonic acid","4-methylcatechol","4-pyridoxate","4-QUINOLINECARBOXYLIC ACID","5-Aminopentanoate","5-HIAA","5-Hydroxy-L-tryptophan","5-Hydroxyindole","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5-Oxo-L-Proline","5,6-DIHYDRO THYMINE","5'-Deoxy-5'-methylthioadenosine","7-methylxanthine","ACETYL-CARNITINE","adenosine","Ala","ALLO-ISOLEUCINE","allo-threonine","alpha-glycerophosphocholine","Alpha-Lactose","Alpha-n-phenylacetyl-l-glutamine","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","Arg","Asp-Phe","azelaic acid","betaine","biotin","BUPROPION","butyrylglycine","C10 carnitine","C3 carnitine","C8 carnitine","carnitine","catechol","choline","choline phosphate","Cinnamaldehyde","citrulline","creatine","creatinine","cystine","diltiazem","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","doxylamine","elaidic acid","Galactitol","Gln","Glu","guanosine","hippurate","His","homocitrulline","homocystine","hypoxanthine","indole-3-lactate","INDOLEPYRUVIC ACID","inosine","isovalerylglycine","kynurenine","L-(-)-Phenylalanine.1","L-malic acid","L-serine","L-tyrosine","lisinopril","metformin","N-6-Trimethyllysine","N-Acetyl-DL-tryptophan","N-Acetyl-L-tyrosine","N-acetylneuraminate","nifedipine","Octanedioic acid","Octyl gallate","omeprazole","PANTOTHENIC ACID","PHENYLACETIC ACID","propionylglycine","propyl 4-hydroxybenzoate","putrescine","pyridoxamine","serotonin","taurine","theophylline","TMAO","trigonelline","TRYPTOPHAN ETHYL ESTER","uracil","uridine","VALPROIC ACID","xanthurenate"
"4082_1",27117412,27795,84546,15647,17575,19399,19141,31050,134953,43335,2217362,90998,328821,22728,245540,70196,44783,3425,420979,51151,654557,18967,69983,80858,20714,41835,50731,5342,15695,7043,215002,9303,49627,8868,4576681,5647,60136,34016,101236,706022,33199,10138,49184,46764,0,567766,25935586,274891,1390557,10180,1573164,37999,392135,599540,307519,13990,2286,6020,24913,1572061,93636,615507,3829739,25971,4056333,25859,16162,129567,555600,1045668,26631,493478,337852,2330796,145096,3946618,408,31876,5822,825455,109863,91910,890363,45829,10951,2038,776246,47680,32024,414723,14452,484036,15992522,6385,50854,9929165,0,0,71286,12139,3188,25651,43653,106789,18445,708,103204,72291,35171,973742,12238,113670,83003,42875,385113,1921134,406987,14881,545262,59903,38378,8788
"4081_4",16121318,20146,69906,21779,5353,11759,4865,13076,71497,10161,671341,17899,422701,57077,104995,148815,5885,1392,3078,30052,476889,13639,27909,62157,2884,37415,37752,15071,2872,3980,56292,10367,30520,7341,5284518,11829,39872,35846,43639,592999,35933,10220,59338,1477712,1300,549935,21197520,234872,321066,4556,706627,2826,370408,5313,1302,13671,1473,125,6581,1612070,369073,755764,3062143,4238,4985023,8106,8983,107451,717613,1229596,28034,247,429703,1102363,190893,3107208,0,204167,3327,769871,107350,3405,641485,44456,4123,135,753271,40699,45163,35314,13440,319870,9274063,1177,37594,5779946,0,0,54515,18738,778,2025,517,2927,13161,205,38484,1727,31407,1221528,15786,137762,48245,58469,124729,1563543,157687,2534,790859,71783,8070,4889
"4081_3",19415896,20896,77511,15905,4823,9388,5584,17503,64884,61048,780571,11209,434780,71817,118020,174656,2521,1666,154304,35675,504879,41025,31655,61651,140551,43167,41957,19460,8907,4328,18137,38999,30707,8951,5464538,4696,38295,36304,93705,606051,40394,12323,66156,1181086,3,595127,25885564,261235,426220,4070,783125,3340,417416,4574,582181,14517,0,0,40943,2016801,365146,926576,3141548,56821,5245636,10903,13020,112674,738083,1330089,28753,330289,436307,1601230,178535,3432661,0,361454,3000,779931,85439,5028,756158,42403,4547,0,491109,50014,39855,20490,15735,376602,11507795,0,36982,6435580,164,0,50619,27872,1541,4211,9081,59316,19156,239,197828,187407,43375,717070,14553,145362,67173,53301,142205,1682840,175035,3583,699393,50249,12246,4763
"4081_2",16882676,18639,66758,58204,5633,23115,5702,25925,73773,42178,1301005,40161,191535,63968,154843,208610,16630,517,75938,30958,446426,33572,34905,102690,57375,93800,45603,15948,6299,3851,19207,12943,23645,7096,5757446,6214,33253,54489,45961,551109,42338,12709,187518,982400,1818,545881,25726132,248567,348671,4171,830146,1609,375198,1144,181994,20378,0,401,30514,2828027,388257,1313998,2830290,28001,5434114,7190,12867,110985,902318,1294035,30562,86546,427002,2295261,170394,3591016,727,222958,5633,774050,48767,131493,799348,48699,6172,400,346477,51193,36264,453147,17096,328649,10526028,10023,32127,6671716,0,0,54103,11893,1760,3262,6295,23822,25908,231,145595,88058,42157,837323,20123,148374,95375,35973,189079,2095953,215452,5254,668064,52604,12619,6591
"4080_4",16580072,23510,80573,6167,9453,0,12533,22210,65565,6753,103725,5260,543575,39777,187827,157528,4308,1596,34966,15400,313810,15643,28470,74347,12096,18829,43998,3255,1528,7844,110469,23707,14466,6552,7158588,13890,25819,38194,88274,811613,27747,11043,45037,1286939,1565,770306,21419074,295171,323272,4484,490639,2394,267920,1883,301392,14044,656,334,22798,1466343,403850,731627,1730376,24516,5193512,5025,9666,95749,844311,1120856,27002,110546,362119,1972063,257144,4855254,490,40845,666,625543,117027,5697,310619,49102,2335,400,584499,39294,23348,9342,15280,303382,9242265,52,45022,5552298,107,0,54166,8415,935,5538,3916,21939,46539,355,107981,65183,41080,901310,4865,112141,86747,83832,21916,5202505,345929,1116,633014,46171,10342,4215
"4080_3",17538362,17248,71086,870,10109,1601,9685,34202,69271,8513,14976,27589,724400,68369,130671,38643,9351,1873,48993,25427,400724,13984,36707,16138,32701,4063,44881,6232,1496,6899,17735,11063,4944,6650,6424053,8973,29590,34114,94876,657445,34106,11602,13589,921793,7614,701133,30496784,218688,305231,3346,339390,3215,413973,426,65096,27304,0,320,13428,1122120,410338,554315,2383720,22599,4714462,8124,11396,119082,809983,1181979,30313,26799,390504,2322024,205807,5214618,277,261086,291,789270,39358,163222,369917,72052,9015,206,203392,37231,52716,380458,15772,327832,10671369,12905,34287,5990466,0,0,48994,7508,271,2127,4596,16827,15585,231,82825,61720,38182,1065034,6958,132680,102129,35448,18290,1420689,371423,1982,717047,59510,6571,4021
"4080_2",17409806,24019,90203,0,7929,2061,10854,12615,60379,17757,50,18086,481283,62784,141274,167298,2197,800,99000,25778,505648,10349,32244,33603,72029,705,51946,7337,3515,3370,24330,29382,13291,5954,6801070,9323,24603,30341,73748,826582,37582,10197,2998,1105975,19,661207,28590860,364215,441033,3740,768824,4697,461775,2328,301073,29852,0,0,32710,1169313,675809,520754,2957235,31982,4660320,9917,10277,153361,1015921,1312916,27833,150527,362512,2634424,157679,5365234,280,129102,793,806822,50607,101623,467627,52310,14190,240,347615,32334,35746,364187,14793,313520,9855319,11571,50040,7248122,0,0,43251,9111,1172,4523,5177,29414,14630,0,107520,89888,43738,845387,9521,125680,106730,19574,12361,1495055,520212,993,528132,40274,5736,5237
"4080_1",15875565,24933,85295,24842,3389,2794,12661,16921,67234,34892,136388,44550,816157,36998,100152,123162,13670,5081,126150,27156,335068,22513,36747,19322,86424,37017,40094,10164,1307,2604,147869,12232,9550,6811,6610184,9377,30276,32380,93119,696313,27913,12722,101709,991503,20,656854,31440076,295442,322065,4397,603542,2605,454688,4191,355683,27439,0,594,25311,1002360,419542,614649,2240367,37103,5246624,8297,12732,113760,535073,1150722,22840,233034,371512,2365651,209929,4890974,408,233605,519,743643,72820,91855,1741715,64115,4927,653,376159,27666,49997,281344,15898,305572,13094550,8468,42344,6878144,0,386,53104,11841,527,3191,6941,45746,16702,0,149792,114695,38279,706702,9089,129313,119253,36473,42452,1281973,463831,3482,705216,39016,9467,10236
"4078_4",18428642,23927,83969,92495,6528,5668,7764,16185,55453,6608,148840,55272,105921,138908,192212,133210,3378,5430,45502,21243,290700,21097,23486,27849,35556,157202,39169,5219,4355,2833,101183,13941,16139,6672,5684446,11484,28806,51555,65228,693667,19548,11970,400927,1565188,213,809456,19288462,300742,444027,3899,1303350,5373,315654,3138,375927,12803,1047,1484,10725,1194812,445199,670235,3008412,26721,5528676,11802,9912,86272,404557,1338576,24952,150867,359188,1769057,206939,5721858,709,357351,997,669158,137221,8528,718353,62628,4331,242,575952,42084,24292,11800,17285,258959,9472867,758,40189,6160674,213,0,36349,8543,1834,7576,4281,26011,36433,0,141536,77913,47962,397823,7441,116486,64108,89086,46332,2746449,238107,2767,705299,50670,11796,8756
"4006_4",21287788,23946,77689,48621,8032,24779,14871,35990,176531,65920,1938765,24282,2793086,360472,176902,76548,22409,1878,915324,86590,379344,19392,80414,34513,48332,80332,48868,9743,54518,5939,458981,56731,14091,5454,4767881,17046,43568,46528,60276,937113,64020,21457,105682,116059,212,450323,24069860,190441,1472577,14457,302605,4712,486509,16796,1584453,30051,1268,0,20889,11894,102534,573628,3910752,45740,5126436,31762,23982,106937,509450,1378483,29807,461934,644247,1745256,196039,3860156,0,120263,235,747703,133687,109219,504791,79345,3958,3115,608268,100488,60095,311207,19504,337035,13298887,10616,45615,6832510,0,258,48608,12209,1809,3597,17456,472773,4796,4633,151940,81278,48620,190387,6977,152665,157745,38225,481056,1528987,398737,112575,79512,40532,11913,4212
"4078_3",18007720,19569,69023,84676,10976,7047,8422,15292,62273,10757,156247,19734,133998,216487,315658,149469,3248,2243,68385,40719,275133,23232,28416,35973,54475,142017,37937,11961,3970,2799,4741,27587,9597,5614,8130034,11184,28136,65219,74801,610225,29943,15238,378232,2370805,4312,523108,30678878,274651,267850,3483,2038333,5539,339124,1042,146045,14820,658,0,28360,1777188,433702,956904,2553294,38402,4230950,10624,24280,101660,458591,1134770,43128,75276,360703,2215904,190861,5173330,139,242783,842,647277,58608,95771,617016,66713,3705,525,226620,59191,45805,154817,20144,259106,9715248,7845,38666,5534390,113,0,48898,8383,1815,4110,5957,26635,29566,232,156938,83241,51793,661696,8043,116697,90938,34535,57914,4982534,227165,18617,723014,55783,11808,5764
"4078_2",16678746,20311,59156,39672,8751,3948,9120,13700,58818,5544,99934,4903,94065,99305,251275,109042,3702,2135,49518,20468,294592,23723,32694,22431,59609,61652,29383,30255,4046,4368,26346,20750,10366,6434,6115565,8639,26559,48489,57411,539862,30063,12087,156096,1762948,1968,557098,25764750,188554,368466,4127,1056596,4435,391785,1637,217909,16603,1284,38,23434,2386841,403680,1092642,3132394,30953,4204379,8251,11362,91937,479884,1365805,27446,88940,350354,1260229,149980,4329376,852,340298,2382,658574,55749,111655,595339,60054,4514,525,245995,47262,31473,216543,13998,220739,7839690,9234,37791,5471518,106,0,42040,7711,1236,2108,4081,21824,21819,0,216079,83597,41290,833892,9366,122197,93388,28243,37701,2324566,207243,2742,398457,54409,9764,4940
"4078_1",19661894,19400,62381,87917,10691,7164,9666,22197,67995,19734,245205,16846,86700,123099,284667,100033,3252,3055,83106,38088,349996,41466,43649,91934,69449,174083,39447,10737,6086,1745,27270,13941,12146,5972,6391753,9363,29708,48921,69698,587332,33865,15377,430753,2439908,39,662202,27612116,201297,260043,4411,1145366,6532,346758,1704,432527,19718,393,291,22503,2399087,552655,1238023,2918778,31666,5117293,8793,16548,91756,615957,1474543,24306,277844,406034,2453298,138787,3943770,360,125824,926,634158,56569,57194,805084,72508,3610,578,563659,53610,46795,231878,19447,276319,11242238,4089,40427,6140165,0,0,86179,10298,1092,4443,4088,54444,41124,196,139418,86818,49867,729297,9046,133956,89279,28742,60024,2438239,191665,3397,802294,71065,16927,6700
"4077_4",26079750,23892,74828,5099,3661,5749,21909,19550,57895,15984,410694,13623,95108,75173,196225,87696,3080,422,91562,44986,506699,29876,27316,54147,73995,19643,47004,7449,3450,2807,117360,11323,10846,7357,6905950,14099,39781,33342,79400,1043531,38807,14818,37933,2217429,7,479787,30081330,225589,340883,3979,831263,4044,313031,3225,299652,27859,477,202,33491,2131532,449013,1084162,3303900,29824,6176806,9008,14271,138926,361345,1601002,27698,145906,417514,1448715,294518,5780793,257,170582,587,677797,124322,9681,300196,67298,3604,0,669293,55441,36307,20700,17018,403597,12347517,639,38877,7221816,0,0,96847,10525,19474,5946,6747,28657,17314,17,150942,83950,43947,62860,11008,141840,48525,82177,91082,1459658,227877,4283,375581,53021,8939,2402
"4077_3",25066226,24755,78253,38776,20682,5439,20574,19167,58399,24722,333711,19155,127065,123238,216529,109044,4503,876,115315,44378,460722,29983,25020,31796,91271,66172,48572,93598,5288,4368,87846,26931,59837,8054,7639242,13732,39434,32620,84547,1207516,32510,13157,138921,1949727,34,470166,35165220,173989,384867,3171,490282,4512,277812,5959,744107,26987,1272,294,50542,2273683,442869,1112286,3106609,46053,7245194,8333,12433,130784,301209,1458797,19275,430187,419779,2473692,328006,6669976,442,222125,3639,641982,187524,9055,316573,61173,4329,718,856394,57531,36531,21121,16751,373576,14463629,416,43817,6874100,130,0,52776,9562,13565,8168,8532,71748,19744,0,204427,102494,42615,73209,9867,144265,36332,82243,101515,2001225,253590,5014,1049449,58525,9191,3055
"4077_2",25969704,21467,58703,43286,5651,6902,17010,24969,64286,44951,882435,39158,74536,60948,187015,182556,2872,3369,153611,41769,514474,34555,34331,41228,75529,55613,44911,22358158,2709,3777,138804,15632,17251,36113,5869758,3757,28458,36125,77944,845429,35693,13849,130340,1528301,0,436805,31858566,159496,420086,4038,578027,3914,346431,5748,336147,23944,434,245,44262,2305052,436086,1278326,3494949,36545,5513050,10381,11583,123995,250732,1347255,23706,266646,388662,2381141,211791,4851806,446,229921,1051,710323,77893,20127,1117630,56197,2487,38711,426010,49711,50276,36133,14212,426652,12153741,1675,36012,5706374,143,0,63606,11822,10647,3411,7904,55929,25093,262,92756,110298,35736,104709,11764,123947,42640,66457,157149,1580740,214697,4610,723945,51625,10429,8779
"4077_1",17413640,22439,63731,2378,8743,5044,19298,17179,59346,12525,283038,33536,67918,130926,98239,84059,18772,1034,147632,45117,458782,12658,30170,16741,71831,11171,35034,23988,338,2953,110694,25489,13447,6939,6222258,6450,36828,28158,94276,791532,30534,13554,20273,1152812,669,456927,29518860,181250,323293,3505,403803,5614,414025,8073,369441,30236,353,461,43637,1324291,338676,753350,3071973,31300,4955937,8279,12549,101965,242591,1311250,28286,285446,461401,2632276,205018,6060486,194,221639,982,775619,79947,15094,282041,70069,3118,185,347679,27843,17820,30987,10149,344382,13194507,0,35171,6342010,0,0,57951,7144,11786,2486,6857,52417,9274,212,115276,80736,39419,122808,7405,165706,55564,55167,71384,1704199,402334,2921,630560,41413,9439,4949
"4076_4",26480092,31486,78565,117,3623,1578,12210,28789,59044,14080,38,25461,176195,145704,146059,122536,7325,546,91546,44081,430006,15884,36190,18171,55972,0,65768,4680,817,8638,82265,12101,7500,8935,6556108,12958,44086,27642,86717,1109482,43319,13488,4529,617398,6,549535,33173734,244138,331384,3971,124408,4422,260729,15710,189860,28333,0,491,33747,2457565,283668,1457470,1875484,34204,6544225,10279,17190,107747,148034,1658556,26216,121403,305507,1942176,284406,4532216,212,203829,721,706708,85702,4405,439466,58545,4692,92,546252,52867,56002,16344,15029,411772,15962364,0,39624,9532194,183,234,64999,12095,1566,4570,8019,34675,20272,297,99586,76149,44587,1527115,10194,100739,63434,59500,17925,872578,259214,3654,1050337,53795,8944,4726
"4076_3",24878956,24977,71146,0,3204,2150,13371,25225,57344,3601,33,40342,235256,78129,178059,98500,3501,785,90334,41940,554893,32071,38945,17109,67439,0,65213,7848,2830,8702,67688,11571,6874,9744,8113404,13469,45073,26384,90234,1108176,46532,11294,3658,1059975,0,588043,36860088,181691,380045,3547,219855,4793,281644,10051,335457,33032,1107,528,52557,4153327,300145,2011601,2136146,39748,7042780,11203,14681,114757,172227,1897881,25396,170914,273919,1836523,286100,5129076,259,243660,434,717188,96397,9155,803801,54515,3574,334,574927,59267,39683,17013,15043,427877,15902703,336,39497,10069234,0,0,62167,14118,415,5637,5665,39901,32562,0,108880,90808,45643,1253390,6632,91042,76626,59636,10287,973456,311678,1592,458343,60176,12428,8242
"4076_2",24059722,19781,57470,0,5730,1988,12579,16515,65636,15193,39,8661,279699,25804,170982,41054,3938,2563,69081,35967,441765,13269,34114,20615,42829,286,52868,8894,5232,6087,11937,7054,5625,8341,6851226,9937,37177,26148,47590,796316,39057,12894,3443,616703,110,565874,31071524,173731,340858,3589,201777,3940,365272,996,107872,41634,453,0,39636,2888066,261723,1499851,1970831,25848,5472106,7766,15701,98224,127005,1570001,25395,49864,278093,2625812,156302,4739553,340,240172,803,717238,45480,54732,643237,51049,3639,115,250379,52474,48516,224915,17536,360718,14046698,5696,33179,9165013,0,0,57340,12626,1074,2529,3607,17911,25390,259,65167,62900,43477,1330040,7583,94447,83317,19809,20646,654086,278275,2630,603777,51333,6054,5473
"4006_3",22100260,22856,73654,123653,10973,38828,15244,29867,168805,109225,4141994,31452,1426355,779828,126544,124966,24016,3615,1017834,89108,478434,37451,82943,102960,58996,177375,61375,6892,122942,10715,71204,57707,8145,9668,5565900,16214,47164,99123,66035,963612,62527,21751,266805,119751,672,571596,23488458,197002,1657749,12967,1157396,5901,510776,24465,1609701,24509,142,0,20720,9371,115187,769825,4144945,36052,4882351,37577,19334,106202,835844,1651431,34707,489132,758005,1366472,212444,5370647,201,212070,1829,800822,77220,101530,996818,92951,3866,618,876326,142158,51667,413708,22940,363967,14739579,10888,41612,8162449,106,0,51128,12646,4683,3060,16580,506095,16688,5431,130824,97122,57425,236838,7432,175399,175337,39143,857444,1528993,501556,115535,173012,46285,13870,8253
"4063_3",32646482,29293,70146,15101,5105,13047,27489,39016,121979,62013,1882088,61142,169056,49585,167258,77940,40320,895,754469,47822,589389,28436,66775,18392,40307,43089,41165,4634,11101,5005,106513,16114,4970,8274,5235966,8756,43559,36808,166870,865377,35642,13357,63209,62478,0,488460,28876268,235047,1397553,7826,863073,11885,328051,906858,425017,16737,489,1894,43435,2385512,142816,981852,4127011,43127,5496066,25202,12216,121638,243677,1034971,30313,533085,266419,2490680,149095,5490158,136,29546,570,797852,118635,146191,545512,30164,4168,2270,825398,50202,35399,427736,13885,508890,14714587,10717,78563,8103478,229,368,32618,13960,2863,42371,64522,130563,11079,501,65059,101834,34260,450920,10556,90713,130557,54838,333280,933374,204032,14683,731518,53202,33503,6276
"4063_2",26371562,26095,68329,14252,7340,7244,27429,34986,127408,17851,1308786,3740,89239,20582,328390,48418,41176,291,230393,43075,683810,9817,56045,25026,14463,31244,39048,8687,2722,5426,115173,18856,2836,9296,5642506,6719,43772,37656,59555,765317,39149,9030,48326,102896,748,527361,28660520,239407,993600,9875,294600,13005,282390,86355,64243,11925,496,2390,22988,3784176,153476,1596044,4111185,18702,4744130,18631,14696,121620,282414,788253,18844,87925,337640,2542507,147486,5151394,205,27994,588,837084,55622,225924,239736,35427,6303,763,643966,45489,44239,807775,12886,472818,12018671,16816,55764,7928352,225,283,47242,6988,5004,13719,21514,35550,4517,817,42394,34781,32277,314204,12648,107040,107829,51570,238379,3795653,187875,10554,563828,40886,38296,4253
"4063_1",33171680,26041,72428,21380,6071,8931,26336,32294,123012,50593,1259918,37696,94277,45962,236964,65132,39608,1834,579855,50036,509629,29388,64613,20826,27410,47986,36610,6974,5979,9164,148421,29141,8808,9525,5961428,8670,46983,30979,86419,790307,37514,10184,78825,26379,292,541591,28870436,259208,1237685,9046,422891,9550,320088,331490,175557,12663,315,2613,44198,2636095,126903,1030196,3148152,24545,4324350,22371,10809,127809,193134,688858,14027,268450,269438,2284095,176701,5667405,163,25638,1010,765225,78225,89822,365165,29512,5787,884,937239,50796,42078,313407,15062,497162,13084782,8464,70144,7899041,0,0,39450,11235,3312,25186,67207,69917,3194,440,52320,70480,34850,375401,10986,85693,123161,71583,227323,2564887,1311831,15492,773710,49212,23649,4365
"4062_4",27084044,26242,73020,41008,5434,17315,12859,25105,83832,47058,3170099,27804,46062,35292,121240,104525,12283,2682,183004,42850,423161,33436,43397,20694,86422,55419,45168,3924,2187,1410,22794,18352,3283,12348,5728344,3201,43598,33333,110716,667572,45923,16859,83204,1444392,4,693785,30032974,222117,409434,5906,298612,12977,343444,6680,680541,12916,0,226,22381,768570,359798,507408,3562438,38459,5364364,10849,10953,79340,781793,1743486,38642,589253,385685,2495910,187196,5982149,222,239039,1420,649805,153325,44203,564227,58634,4454,1136,803445,58752,53671,260328,14971,498342,13443355,3657,35060,8662761,120,0,57075,9151,627,11256,6543,107973,12700,0,121999,131115,38189,410544,12357,125634,45802,29923,683458,1077701,316211,8984,720365,56334,9996,5883
"4062_3",28843276,26696,77884,5077,4985,8980,10551,19466,75257,36307,1197906,30339,50936,45471,170840,49548,2363,1509,121762,39477,458127,17639,40557,51941,61925,19673,34877,18370,4682,5051,40286,29154,4460,9753,7041756,6324,40367,33119,86177,766436,45289,17004,30625,1299246,6,699463,32905146,253505,414179,5461,234648,17168,357416,10069,551985,13827,793,492,21251,1520514,295512,807253,3242602,31298,4867542,10274,14364,96065,856862,1571271,34735,486878,377780,2483908,213316,5649063,0,161658,871,676700,129438,20028,348821,56683,3452,173,656058,54787,58185,105869,13998,445693,15760037,1133,37390,8892704,0,0,68812,9952,1794,8667,4537,89782,16574,127,93901,94001,47044,563344,10802,119320,59216,38922,280686,1760450,267975,15076,726008,44705,8895,3245
