"","sample_id","GALACTITOL","MALIC ACID","HOMOCYSTINE","N-ACETYLTRYPTOPHAN","GLUTAMIC ACID","2-AMINO-2-METHYLPROPANOIC ACID","ELAIDIC ACID","ALLO-ISOLEUCINE","5-AMINOPENTANOIC ACID","BETA-LACTOSE","PANTOTHENIC ACID","ALLOTHREONINE","ALANINE","PYROGLUTAMIC ACID","ORNITHINE","PROLINE","TRIMETHYLAMINE N-OXIDE","PUTRESCINE","3-HYDROXYPROPIONIC ACID","1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID","CHOLINE","SERINE","4-AMINOPHENOL","CATECHOL","URACIL","CREATININE","BETAINE.1","4-METHYLCATECHOL","3-METHYLCATECHOL","TAURINE","5,6-DIHYDRO THYMINE","METFORMIN","PROPIONYLGLYCINE","CREATINE","ASPARAGINE","CINNAMALDEHYDE","5-HYDROXYINDOLE","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","HYPOXANTHINE","PHENYLACETIC ACID","TRIGONELLINE","2-AMINOBENZOIC ACID","1-METHYLNICOTINAMIDE","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","VALPROIC ACID","N-BUTYRYLGLYCINE","4-ACETAMIDOBUTANOIC ACID","DEOXYCARNITINE","GLUTAMINE","LYSINE","METHIONINE","4-ACETAMIDOPHENOL","3-AMINOSALICYLIC ACID","HISTIDINE","ISOVALERYLGLYCINE","CARNITINE","1,6-ANHYDRO-B-GLUCOSE","2-METHOXYCINNAMALDEHYDE","1,5-ANHYDRO-GLUCITOL","PHENYLALANINE","1-METHYLXANTHINE.1","3-METHYLXANTHINE","7-METHYLXANTHINE","4-HYDROXY-PHENYLGLYCINE","PYRIDOXAMINE","3-METHYLHISTIDINE","4-QUINOLINECARBOXYLIC ACID","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","PHENOLSULFONIC ACID","SUBERIC ACID","ARGININE","INDOLEACETIC ACID","CITRULLINE","SEROTONIN","HIPPURIC ACID","THEOPHYLLINE","PARAXANTHINE","PROPYLPARABEN","TYROSINE","1-METHYLURIC ACID","2,6-DIMETHOXYBENZOIC ACID","4-PYRIDOXIC ACID","PHOSPHOCHOLINE","AZELAIC ACID","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","INDOLEPROPIONIC ACID","HOMOCITRULLINE","5-HYDROXYINDOLE-3-ACETIC ACID","2-METHYLHIPPURIC ACID","1,7-DIMETHYLURIC ACID","INDOLEPYRUVIC ACID","ACETYL-CARNITINE","TRYPTOPHAN","XANTHURENIC ACID","INDOLELACTIC ACID","KYNURENINE","OMEGA-HYDROXYDODECANOIC ACID","PROPIONYLCARNITINE","5-HYDROXY-TRYPTOPHAN","N-ACETYL-TYROSINE","TRYPTOPHAN ETHYL ESTER","BUPROPION","CYSTINE","URIDINE","BIOTIN","SN-GLYCERO-3-PHOSPHOCHOLINE","PHENYLACETYL-GLUTAMINE","ADENOSINE","INOSINE","DOXYLAMINE","ASP-PHE","OCTYL GALLATE","GUANOSINE","OCTANOYLCARNITINE","5'-METHYLTHIOADENOSINE","N-ACETYLNEURAMINATE","DECANOYLCARNITINE","OMEPRAZOLE","NIFEDIPINE","LISINOPRIL","DILTIAZEM","3-HYDROXYINDOLE"
"103","4081_2",5633,10023,400,11893,48767,154843,222958,25726132,5757446,4171,145595,248567,545881,551109,170394,3591016,2095953,20123,34905,66758,5434114,32127,6299,28001,668064,1294035,20378,12943,57375,35973,42338,0,42157,902318,18639,12867,54489,25925,346477,88058,215452,208610,5633,45961,12619,30514,45603,446426,774050,427002,2295261,15948,30958,48699,17096,2830290,73773,16630,5702,10526028,58204,93800,187518,3851,148374,102690,7096,1609,19207,23822,375198,63968,110985,95375,799348,189079,1301005,837323,6671716,23115,75938,23645,7190,181994,54103,191535,6172,6214,517,42178,36264,982400,16882676,6591,51193,328649,40161,388257,33253,1760,5254,401,30562,52604,0,348671,830146,1818,453147,727,1144,25908,131493,1313998,12709,3262,2828027,231,6295,0,86546,33572
"104","4080_4",666,52,400,8415,117027,187827,40845,21419074,7158588,4484,107981,295171,770306,811613,257144,4855254,5202505,4865,28470,80573,5193512,45022,1528,24516,633014,1120856,14044,23707,12096,83832,27747,0,41080,844311,23510,9666,38194,22210,584499,65183,345929,157528,9453,88274,10342,22798,43998,313810,625543,362119,1972063,3255,15400,49102,15280,1730376,65565,4308,12533,9242265,6167,18829,45037,7844,112141,74347,6552,2394,110469,21939,267920,39777,95749,86747,310619,21916,103725,901310,5552298,0,34966,14466,5025,301392,54166,543575,2335,13890,1596,6753,23348,1286939,16580072,4215,39294,303382,5260,403850,25819,935,1116,334,27002,46171,656,323272,490639,1565,9342,490,1883,46539,5697,731627,11043,5538,1466343,355,3916,107,110546,15643
"105","4080_3",291,12905,206,7508,39358,130671,261086,30496784,6424053,3346,82825,218688,701133,657445,205807,5214618,1420689,6958,36707,71086,4714462,34287,1496,22599,717047,1181979,27304,11063,32701,35448,34106,0,38182,809983,17248,11396,34114,34202,203392,61720,371423,38643,10109,94876,6571,13428,44881,400724,789270,390504,2322024,6232,25427,72052,15772,2383720,69271,9351,9685,10671369,870,4063,13589,6899,132680,16138,6650,3215,17735,16827,413973,68369,119082,102129,369917,18290,14976,1065034,5990466,1601,48993,4944,8124,65096,48994,724400,9015,8973,1873,8513,52716,921793,17538362,4021,37231,327832,27589,410338,29590,271,1982,320,30313,59510,0,305231,339390,7614,380458,277,426,15585,163222,554315,11602,2127,1122120,231,4596,0,26799,13984
"106","4080_2",793,11571,240,9111,50607,141274,129102,28590860,6801070,3740,107520,364215,661207,826582,157679,5365234,1495055,9521,32244,90203,4660320,50040,3515,31982,528132,1312916,29852,29382,72029,19574,37582,0,43738,1015921,24019,10277,30341,12615,347615,89888,520212,167298,7929,73748,5736,32710,51946,505648,806822,362512,2634424,7337,25778,52310,14793,2957235,60379,2197,10854,9855319,0,705,2998,3370,125680,33603,5954,4697,24330,29414,461775,62784,153361,106730,467627,12361,50,845387,7248122,2061,99000,13291,9917,301073,43251,481283,14190,9323,800,17757,35746,1105975,17409806,5237,32334,313520,18086,675809,24603,1172,993,0,27833,40274,0,441033,768824,19,364187,280,2328,14630,101623,520754,10197,4523,1169313,0,5177,0,150527,10349
"107","4080_1",519,8468,653,11841,72820,100152,233605,31440076,6610184,4397,149792,295442,656854,696313,209929,4890974,1281973,9089,36747,85295,5246624,42344,1307,37103,705216,1150722,27439,12232,86424,36473,27913,386,38279,535073,24933,12732,32380,16921,376159,114695,463831,123162,3389,93119,9467,25311,40094,335068,743643,371512,2365651,10164,27156,64115,15898,2240367,67234,13670,12661,13094550,24842,37017,101709,2604,129313,19322,6811,2605,147869,45746,454688,36998,113760,119253,1741715,42452,136388,706702,6878144,2794,126150,9550,8297,355683,53104,816157,4927,9377,5081,34892,49997,991503,15875565,10236,27666,305572,44550,419542,30276,527,3482,594,22840,39016,0,322065,603542,20,281344,408,4191,16702,91855,614649,12722,3191,1002360,0,6941,0,233034,22513
"108","4078_4",997,758,242,8543,137221,192212,357351,19288462,5684446,3899,141536,300742,809456,693667,206939,5721858,2746449,7441,23486,83969,5528676,40189,4355,26721,705299,1338576,12803,13941,35556,89086,19548,0,47962,404557,23927,9912,51555,16185,575952,77913,238107,133210,6528,65228,11796,10725,39169,290700,669158,359188,1769057,5219,21243,62628,17285,3008412,55453,3378,7764,9472867,92495,157202,400927,2833,116486,27849,6672,5373,101183,26011,315654,138908,86272,64108,718353,46332,148840,397823,6160674,5668,45502,16139,11802,375927,36349,105921,4331,11484,5430,6608,24292,1565188,18428642,8756,42084,258959,55272,445199,28806,1834,2767,1484,24952,50670,1047,444027,1303350,213,11800,709,3138,36433,8528,670235,11970,7576,1194812,0,4281,213,150867,21097
"109","4006_4",235,10616,3115,12209,133687,176902,120263,24069860,4767881,14457,151940,190441,450323,937113,196039,3860156,1528987,6977,80414,77689,5126436,45615,54518,45740,79512,1378483,30051,56731,48332,38225,64020,258,48620,509450,23946,23982,46528,35990,608268,81278,398737,76548,8032,60276,11913,20889,48868,379344,747703,644247,1745256,9743,86590,79345,19504,3910752,176531,22409,14871,13298887,48621,80332,105682,5939,152665,34513,5454,4712,458981,472773,486509,360472,106937,157745,504791,481056,1938765,190387,6832510,24779,915324,14091,31762,1584453,48608,2793086,3958,17046,1878,65920,60095,116059,21287788,4212,100488,337035,24282,102534,43568,1809,112575,0,29807,40532,1268,1472577,302605,212,311207,0,16796,4796,109219,573628,21457,3597,11894,4633,17456,0,461934,19392
"110","4078_3",842,7845,525,8383,58608,315658,242783,30678878,8130034,3483,156938,274651,523108,610225,190861,5173330,4982534,8043,28416,69023,4230950,38666,3970,38402,723014,1134770,14820,27587,54475,34535,29943,0,51793,458591,19569,24280,65219,15292,226620,83241,227165,149469,10976,74801,11808,28360,37937,275133,647277,360703,2215904,11961,40719,66713,20144,2553294,62273,3248,8422,9715248,84676,142017,378232,2799,116697,35973,5614,5539,4741,26635,339124,216487,101660,90938,617016,57914,156247,661696,5534390,7047,68385,9597,10624,146045,48898,133998,3705,11184,2243,10757,45805,2370805,18007720,5764,59191,259106,19734,433702,28136,1815,18617,0,43128,55783,658,267850,2038333,4312,154817,139,1042,29566,95771,956904,15238,4110,1777188,232,5957,113,75276,23232
"111","4078_2",2382,9234,525,7711,55749,251275,340298,25764750,6115565,4127,216079,188554,557098,539862,149980,4329376,2324566,9366,32694,59156,4204379,37791,4046,30953,398457,1365805,16603,20750,59609,28243,30063,0,41290,479884,20311,11362,48489,13700,245995,83597,207243,109042,8751,57411,9764,23434,29383,294592,658574,350354,1260229,30255,20468,60054,13998,3132394,58818,3702,9120,7839690,39672,61652,156096,4368,122197,22431,6434,4435,26346,21824,391785,99305,91937,93388,595339,37701,99934,833892,5471518,3948,49518,10366,8251,217909,42040,94065,4514,8639,2135,5544,31473,1762948,16678746,4940,47262,220739,4903,403680,26559,1236,2742,38,27446,54409,1284,368466,1056596,1968,216543,852,1637,21819,111655,1092642,12087,2108,2386841,0,4081,106,88940,23723
"112","4078_1",926,4089,578,10298,56569,284667,125824,27612116,6391753,4411,139418,201297,662202,587332,138787,3943770,2438239,9046,43649,62381,5117293,40427,6086,31666,802294,1474543,19718,13941,69449,28742,33865,0,49867,615957,19400,16548,48921,22197,563659,86818,191665,100033,10691,69698,16927,22503,39447,349996,634158,406034,2453298,10737,38088,72508,19447,2918778,67995,3252,9666,11242238,87917,174083,430753,1745,133956,91934,5972,6532,27270,54444,346758,123099,91756,89279,805084,60024,245205,729297,6140165,7164,83106,12146,8793,432527,86179,86700,3610,9363,3055,19734,46795,2439908,19661894,6700,53610,276319,16846,552655,29708,1092,3397,291,24306,71065,393,260043,1145366,39,231878,360,1704,41124,57194,1238023,15377,4443,2399087,196,4088,0,277844,41466
"113","4077_4",587,639,0,10525,124322,196225,170582,30081330,6905950,3979,150942,225589,479787,1043531,294518,5780793,1459658,11008,27316,74828,6176806,38877,3450,29824,375581,1601002,27859,11323,73995,82177,38807,0,43947,361345,23892,14271,33342,19550,669293,83950,227877,87696,3661,79400,8939,33491,47004,506699,677797,417514,1448715,7449,44986,67298,17018,3303900,57895,3080,21909,12347517,5099,19643,37933,2807,141840,54147,7357,4044,117360,28657,313031,75173,138926,48525,300196,91082,410694,62860,7221816,5749,91562,10846,9008,299652,96847,95108,3604,14099,422,15984,36307,2217429,26079750,2402,55441,403597,13623,449013,39781,19474,4283,202,27698,53021,477,340883,831263,7,20700,257,3225,17314,9681,1084162,14818,5946,2131532,17,6747,0,145906,29876
"114","4077_3",3639,416,718,9562,187524,216529,222125,35165220,7639242,3171,204427,173989,470166,1207516,328006,6669976,2001225,9867,25020,78253,7245194,43817,5288,46053,1049449,1458797,26987,26931,91271,82243,32510,0,42615,301209,24755,12433,32620,19167,856394,102494,253590,109044,20682,84547,9191,50542,48572,460722,641982,419779,2473692,93598,44378,61173,16751,3106609,58399,4503,20574,14463629,38776,66172,138921,4368,144265,31796,8054,4512,87846,71748,277812,123238,130784,36332,316573,101515,333711,73209,6874100,5439,115315,59837,8333,744107,52776,127065,4329,13732,876,24722,36531,1949727,25066226,3055,57531,373576,19155,442869,39434,13565,5014,294,19275,58525,1272,384867,490282,34,21121,442,5959,19744,9055,1112286,13157,8168,2273683,0,8532,130,430187,29983
"115","4077_2",1051,1675,38711,11822,77893,187015,229921,31858566,5869758,4038,92756,159496,436805,845429,211791,4851806,1580740,11764,34331,58703,5513050,36012,2709,36545,723945,1347255,23944,15632,75529,66457,35693,0,35736,250732,21467,11583,36125,24969,426010,110298,214697,182556,5651,77944,10429,44262,44911,514474,710323,388662,2381141,22358158,41769,56197,14212,3494949,64286,2872,17010,12153741,43286,55613,130340,3777,123947,41228,36113,3914,138804,55929,346431,60948,123995,42640,1117630,157149,882435,104709,5706374,6902,153611,17251,10381,336147,63606,74536,2487,3757,3369,44951,50276,1528301,25969704,8779,49711,426652,39158,436086,28458,10647,4610,245,23706,51625,434,420086,578027,0,36133,446,5748,25093,20127,1278326,13849,3411,2305052,262,7904,143,266646,34555
"116","4077_1",982,0,185,7144,79947,98239,221639,29518860,6222258,3505,115276,181250,456927,791532,205018,6060486,1704199,7405,30170,63731,4955937,35171,338,31300,630560,1311250,30236,25489,71831,55167,30534,0,39419,242591,22439,12549,28158,17179,347679,80736,402334,84059,8743,94276,9439,43637,35034,458782,775619,461401,2632276,23988,45117,70069,10149,3071973,59346,18772,19298,13194507,2378,11171,20273,2953,165706,16741,6939,5614,110694,52417,414025,130926,101965,55564,282041,71384,283038,122808,6342010,5044,147632,13447,8279,369441,57951,67918,3118,6450,1034,12525,17820,1152812,17413640,4949,27843,344382,33536,338676,36828,11786,2921,461,28286,41413,353,323293,403803,669,30987,194,8073,9274,15094,753350,13554,2486,1324291,212,6857,0,285446,12658
"117","4076_4",721,0,92,12095,85702,146059,203829,33173734,6556108,3971,99586,244138,549535,1109482,284406,4532216,872578,10194,36190,78565,6544225,39624,817,34204,1050337,1658556,28333,12101,55972,59500,43319,234,44587,148034,31486,17190,27642,28789,546252,76149,259214,122536,3623,86717,8944,33747,65768,430006,706708,305507,1942176,4680,44081,58545,15029,1875484,59044,7325,12210,15962364,117,0,4529,8638,100739,18171,8935,4422,82265,34675,260729,145704,107747,63434,439466,17925,38,1527115,9532194,1578,91546,7500,10279,189860,64999,176195,4692,12958,546,14080,56002,617398,26480092,4726,52867,411772,25461,283668,44086,1566,3654,491,26216,53795,0,331384,124408,6,16344,212,15710,20272,4405,1457470,13488,4570,2457565,297,8019,183,121403,15884
"118","4076_3",434,336,334,14118,96397,178059,243660,36860088,8113404,3547,108880,181691,588043,1108176,286100,5129076,973456,6632,38945,71146,7042780,39497,2830,39748,458343,1897881,33032,11571,67439,59636,46532,0,45643,172227,24977,14681,26384,25225,574927,90808,311678,98500,3204,90234,12428,52557,65213,554893,717188,273919,1836523,7848,41940,54515,15043,2136146,57344,3501,13371,15902703,0,0,3658,8702,91042,17109,9744,4793,67688,39901,281644,78129,114757,76626,803801,10287,33,1253390,10069234,2150,90334,6874,11203,335457,62167,235256,3574,13469,785,3601,39683,1059975,24878956,8242,59267,427877,40342,300145,45073,415,1592,528,25396,60176,1107,380045,219855,0,17013,259,10051,32562,9155,2011601,11294,5637,4153327,0,5665,0,170914,32071
"119","4076_2",803,5696,115,12626,45480,170982,240172,31071524,6851226,3589,65167,173731,565874,796316,156302,4739553,654086,7583,34114,57470,5472106,33179,5232,25848,603777,1570001,41634,7054,42829,19809,39057,0,43477,127005,19781,15701,26148,16515,250379,62900,278275,41054,5730,47590,6054,39636,52868,441765,717238,278093,2625812,8894,35967,51049,17536,1970831,65636,3938,12579,14046698,0,286,3443,6087,94447,20615,8341,3940,11937,17911,365272,25804,98224,83317,643237,20646,39,1330040,9165013,1988,69081,5625,7766,107872,57340,279699,3639,9937,2563,15193,48516,616703,24059722,5473,52474,360718,8661,261723,37177,1074,2630,0,25395,51333,453,340858,201777,110,224915,340,996,25390,54732,1499851,12894,2529,2888066,259,3607,0,49864,13269
"120","4006_3",1829,10888,618,12646,77220,126544,212070,23488458,5565900,12967,130824,197002,571596,963612,212444,5370647,1528993,7432,82943,73654,4882351,41612,122942,36052,173012,1651431,24509,57707,58996,39143,62527,0,57425,835844,22856,19334,99123,29867,876326,97122,501556,124966,10973,66035,13870,20720,61375,478434,800822,758005,1366472,6892,89108,92951,22940,4144945,168805,24016,15244,14739579,123653,177375,266805,10715,175399,102960,9668,5901,71204,506095,510776,779828,106202,175337,996818,857444,4141994,236838,8162449,38828,1017834,8145,37577,1609701,51128,1426355,3866,16214,3615,109225,51667,119751,22100260,8253,142158,363967,31452,115187,47164,4683,115535,0,34707,46285,142,1657749,1157396,672,413708,201,24465,16688,101530,769825,21751,3060,9371,5431,16580,106,489132,37451
"121","4063_3",570,10717,2270,13960,118635,167258,29546,28876268,5235966,7826,65059,235047,488460,865377,149095,5490158,933374,10556,66775,70146,5496066,78563,11101,43127,731518,1034971,16737,16114,40307,54838,35642,368,34260,243677,29293,12216,36808,39016,825398,101834,204032,77940,5105,166870,33503,43435,41165,589389,797852,266419,2490680,4634,47822,30164,13885,4127011,121979,40320,27489,14714587,15101,43089,63209,5005,90713,18392,8274,11885,106513,130563,328051,49585,121638,130557,545512,333280,1882088,450920,8103478,13047,754469,4970,25202,425017,32618,169056,4168,8756,895,62013,35399,62478,32646482,6276,50202,508890,61142,142816,43559,2863,14683,1894,30313,53202,489,1397553,863073,0,427736,136,906858,11079,146191,981852,13357,42371,2385512,501,64522,229,533085,28436
"122","4063_2",588,16816,763,6988,55622,328390,27994,28660520,5642506,9875,42394,239407,527361,765317,147486,5151394,3795653,12648,56045,68329,4744130,55764,2722,18702,563828,788253,11925,18856,14463,51570,39149,283,32277,282414,26095,14696,37656,34986,643966,34781,187875,48418,7340,59555,38296,22988,39048,683810,837084,337640,2542507,8687,43075,35427,12886,4111185,127408,41176,27429,12018671,14252,31244,48326,5426,107040,25026,9296,13005,115173,35550,282390,20582,121620,107829,239736,238379,1308786,314204,7928352,7244,230393,2836,18631,64243,47242,89239,6303,6719,291,17851,44239,102896,26371562,4253,45489,472818,3740,153476,43772,5004,10554,2390,18844,40886,496,993600,294600,748,807775,205,86355,4517,225924,1596044,9030,13719,3784176,817,21514,225,87925,9817
"123","4063_1",1010,8464,884,11235,78225,236964,25638,28870436,5961428,9046,52320,259208,541591,790307,176701,5667405,2564887,10986,64613,72428,4324350,70144,5979,24545,773710,688858,12663,29141,27410,71583,37514,0,34850,193134,26041,10809,30979,32294,937239,70480,1311831,65132,6071,86419,23649,44198,36610,509629,765225,269438,2284095,6974,50036,29512,15062,3148152,123012,39608,26336,13084782,21380,47986,78825,9164,85693,20826,9525,9550,148421,69917,320088,45962,127809,123161,365165,227323,1259918,375401,7899041,8931,579855,8808,22371,175557,39450,94277,5787,8670,1834,50593,42078,26379,33171680,4365,50796,497162,37696,126903,46983,3312,15492,2613,14027,49212,315,1237685,422891,292,313407,163,331490,3194,89822,1030196,10184,25186,2636095,440,67207,0,268450,29388
"124","4062_4",1420,3657,1136,9151,153325,121240,239039,30032974,5728344,5906,121999,222117,693785,667572,187196,5982149,1077701,12357,43397,73020,5364364,35060,2187,38459,720365,1743486,12916,18352,86422,29923,45923,0,38189,781793,26242,10953,33333,25105,803445,131115,316211,104525,5434,110716,9996,22381,45168,423161,649805,385685,2495910,3924,42850,58634,14971,3562438,83832,12283,12859,13443355,41008,55419,83204,1410,125634,20694,12348,12977,22794,107973,343444,35292,79340,45802,564227,683458,3170099,410544,8662761,17315,183004,3283,10849,680541,57075,46062,4454,3201,2682,47058,53671,1444392,27084044,5883,58752,498342,27804,359798,43598,627,8984,226,38642,56334,0,409434,298612,4,260328,222,6680,12700,44203,507408,16859,11256,768570,0,6543,120,589253,33436
"125","4062_3",871,1133,173,9952,129438,170840,161658,32905146,7041756,5461,93901,253505,699463,766436,213316,5649063,1760450,10802,40557,77884,4867542,37390,4682,31298,726008,1571271,13827,29154,61925,38922,45289,0,47044,856862,26696,14364,33119,19466,656058,94001,267975,49548,4985,86177,8895,21251,34877,458127,676700,377780,2483908,18370,39477,56683,13998,3242602,75257,2363,10551,15760037,5077,19673,30625,5051,119320,51941,9753,17168,40286,89782,357416,45471,96065,59216,348821,280686,1197906,563344,8892704,8980,121762,4460,10274,551985,68812,50936,3452,6324,1509,36307,58185,1299246,28843276,3245,54787,445693,30339,295512,40367,1794,15076,492,34735,44705,793,414179,234648,6,105869,0,10069,16574,20028,807253,17004,8667,1520514,127,4537,0,486878,17639
"126","4062_1",493,0,1127,8558,150092,202174,289953,35640464,7550084,4427,64415,260169,705280,877235,218047,5867440,1647515,8951,45376,75569,5118341,42669,2062,23657,878634,1877033,15077,9616,40377,40299,42212,272,46759,925591,26378,26070,35426,24037,948821,70276,230374,120373,6306,61929,9638,12029,36956,543710,683837,454001,2825898,4781,52182,67890,17372,3654522,74826,15974,11151,18878394,12579,33911,43005,1203,149907,31213,11671,17502,40227,71842,339628,80883,92009,75188,4091075,358049,1494593,950884,10055461,10406,124343,5342,7820,384543,55775,64562,5628,6408,10104,15905,54520,1364031,32227132,19715,54074,464583,14294,373156,49586,2197,9349,0,41135,55963,0,423735,331655,353,5518,640,21648,18988,508,874265,14573,10904,1757133,387,3509,0,347129,31020
"127","4061_4",686,21022,228,10115,67996,154770,306548,28266254,6365288,4144,163704,216944,661216,548043,140017,4991042,4225630,11810,29354,63304,4775984,36417,3994,29438,976918,957784,15341,30224,81034,41846,21530,0,37752,1123735,20857,8786,41266,21688,483630,96771,255851,157778,6749,59747,10329,30734,60094,364333,597885,370440,2656085,7993,26047,52524,14645,3177505,68608,17896,13145,10817044,3934,15051,34133,4735,124066,51447,5877,5150,48931,27959,395443,45415,103671,60090,921857,121816,532533,110908,7867684,3222,72785,8978,9783,260641,60945,267798,3061,7750,5768,27778,29922,1420783,25140756,8750,54372,263900,4915,1062868,29296,981,5214,0,28541,71808,0,324437,485622,2751,943805,335,1086,34918,328910,905792,15013,3806,1694604,280,3665,144,115949,36376
"128","4061_3",1870,1322,249,10636,53069,117721,232150,26770878,5137544,5775,77957,203606,731709,581185,122563,4988728,981987,8848,40652,57148,4400118,38404,10562,2497,816386,1432594,16008,11826,2653,27761,28464,0,47763,1227666,18363,12736,38812,8435,466359,1654,345354,153578,4552,67999,8609,6678,53287,445647,669166,400293,2595016,10403,32928,59120,19111,4283191,72185,3891,12349,11514143,46237,49719,107971,1303,139011,29644,5389,7133,140695,5992,415009,47365,87622,31541,697815,526814,2139994,178343,7510705,11891,6953,12930,13289,2182,53336,235109,3799,8420,5602,36445,42308,1848084,25230900,6474,59447,288149,24196,917893,26972,2694,15243,92,35376,59641,0,375278,592916,1151,180494,307,712,16460,27021,1047040,14702,2666,2125802,96,284,0,407,28047
"129","4061_2",1225,3441,671,11704,64804,144918,225154,27781188,6217550,5317,185171,209669,645553,662751,134266,6009966,908454,10284,39919,62293,4892608,34100,5648,23224,781320,1296385,19731,22773,48853,24694,28955,0,44496,962808,18805,16666,34354,33888,831979,78160,340079,114478,4570,70201,9708,13728,49883,514859,616562,370075,2739965,9054,48106,55496,17887,4295098,70186,17197,12635,12472964,36056,43754,92592,3524,135457,17716,5957,9261,57913,33126,407150,48559,92655,40271,579874,407010,1576512,161404,8208280,8506,90016,5568,13185,202875,54432,314149,2321,6216,2366,22847,53292,2364347,27749370,5059,48050,286380,36902,876478,29721,1027,8613,480,24159,61223,542,402409,481666,6274,325446,494,1833,17581,39122,1487034,13658,2773,2789341,216,5096,162,132199,33807
