"sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"71B",127262720,NA,9625600,14074880,NA,NA,6914560,NA,NA,NA,36839424,8219392,11514880,2113280,NA,NA,7792640,NA,NA,7653120,3046144,NA,19196928,14039040,NA,NA,1319168,NA,30018560,NA,1248640,4000512,NA,709760,2083264,15763456,NA,NA,26783744,4692736,NA,11566080,3596544,NA,8164352,NA,121614336,NA,NA,NA,NA,NA,2912768,NA,139001856,NA,NA,NA,11907072,NA,5034752,110604288,NA,NA,6630144,2977792,6053632,1943616,NA,NA,NA,NA,NA,32291840,NA,NA,NA,NA,NA,NA,1814784,NA,NA,NA,742080,2765824,NA,9624576,NA,2669568,NA,NA,NA,NA,2602496,NA,10557440,2757376,27445248,2614272,NA,1308288,NA,NA,NA,NA,NA,879680,NA,NA,NA,NA,NA,56741888,NA,NA,NA,31652864,NA,3503104,8545280,NA,1515776,962496,NA,NA,NA,NA,2392576,NA,2363392,669712384,176668672,NA,NA,NA,NA,NA,NA,NA,1232896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803200,NA,NA,1328704,NA,NA,1055552,NA,NA,NA,672640,NA,NA,680525824,NA,36388864,NA,9068544,NA,2982912,NA,9454592,NA,4409600
"79B",NA,NA,3094272,NA,18298880,NA,NA,NA,NA,NA,37277696,NA,15796224,NA,NA,NA,4201728,NA,NA,NA,NA,4148736,NA,NA,NA,NA,117620736,NA,9012224,NA,NA,11015168,2219520,277488,453984,NA,NA,NA,NA,2994688,NA,NA,1206016,1387968,NA,NA,8768512,1864000,NA,NA,NA,NA,NA,NA,NA,NA,939072,NA,NA,NA,5199616,15579136,NA,5019904,NA,NA,NA,NA,2272512,NA,14538752,NA,NA,3880704,NA,NA,2749952,NA,NA,NA,556224,NA,NA,11371520,NA,NA,1450304,NA,NA,NA,NA,NA,8187392,NA,39809024,NA,4039168,1193472,5138432,NA,NA,24569856,16226304,NA,NA,NA,736384,NA,NA,4832768,NA,NA,NA,9286656,476448,NA,NA,38699008,NA,1487616,NA,NA,858624,493872,NA,NA,NA,NA,NA,NA,626944,NA,615907328,NA,NA,NA,NA,1174400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918656,NA,NA,NA,NA,NA,NA,NA,NA,NA,368852992,NA,NA,NA,32202752,49721344,11467776,NA,NA,NA,4472064
"81B",5344000,352672,9385984,NA,41345024,NA,NA,NA,NA,NA,30427136,6498816,17395712,2734336,NA,NA,23175168,NA,384624,NA,NA,13489152,NA,NA,NA,NA,385597440,NA,15105024,NA,3102464,2626560,NA,NA,3083264,NA,NA,NA,NA,7065856,NA,NA,5825536,14728192,NA,NA,132157440,NA,NA,NA,477840,NA,NA,NA,NA,NA,NA,NA,NA,NA,79048704,33955840,NA,54358016,11475968,NA,NA,2233088,NA,NA,14327808,NA,NA,122458112,NA,NA,NA,NA,NA,NA,1184768,3205120,NA,11611136,3157760,1679808,1721088,NA,1511936,NA,747968,NA,NA,NA,282214400,NA,9232384,NA,9141248,2812928,NA,56332288,10338304,NA,NA,NA,NA,NA,NA,7459328,706048,NA,NA,4747264,NA,NA,NA,33087488,NA,2167040,560512,NA,2706176,NA,1355776,NA,NA,NA,NA,NA,1067712,919994368,NA,NA,NA,NA,NA,513504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217664,NA,NA,NA,NA,NA,982848,NA,NA,NA,NA,810560,NA,NA,NA,NA,171917312,NA,25503744,1224384,77873152,1233792,3264768,NA,NA,NA,5390080
"83B",NA,NA,5966592,NA,37564416,1287808,NA,NA,NA,NA,17022976,41644032,21875712,3420672,NA,NA,53641216,NA,NA,NA,1479040,5865984,NA,NA,NA,NA,25927680,NA,62865408,NA,NA,2390784,NA,905216,4096512,NA,NA,NA,NA,18143232,NA,NA,2982656,83357696,1079872,NA,587595776,NA,NA,NA,NA,NA,NA,NA,121700352,NA,NA,NA,855232,NA,307216384,23106560,NA,184860672,78942208,NA,NA,1977344,NA,4550656,4211200,NA,NA,601751552,NA,NA,4199680,NA,NA,NA,1475840,NA,1909440,NA,1027904,2424576,NA,1965440,NA,NA,1966592,NA,1108032,NA,14547968,NA,18290688,20509696,7884800,2143488,1468928,96096256,2104064,877527040,NA,NA,NA,NA,NA,3406336,NA,NA,NA,2977280,461264,NA,NA,43311104,NA,7005184,NA,NA,2800384,NA,137084928,NA,NA,NA,NA,NA,1482752,1464598528,NA,NA,NA,NA,NA,2058048,2984192,NA,1296064,NA,NA,NA,3515136,NA,NA,1432448,NA,NA,NA,NA,NA,NA,NA,NA,1654464,NA,NA,NA,NA,NA,NA,NA,NA,NA,535920640,NA,8699904,NA,40112128,590528,NA,NA,NA,NA,2482944
"101B",NA,NA,8710144,NA,33619968,NA,NA,NA,NA,NA,34816000,10544128,19082240,4296192,NA,NA,11144192,NA,NA,NA,NA,8650752,NA,NA,NA,NA,7843328,NA,33673216,NA,8692736,1731456,NA,NA,4720128,NA,1236480,NA,NA,4484864,NA,NA,8468480,34906112,NA,NA,176029696,NA,NA,NA,NA,856960,NA,347248,NA,NA,NA,NA,NA,NA,156598272,43401216,NA,88752128,5533440,NA,NA,4998400,1905920,NA,12547072,NA,NA,192266240,NA,NA,5905664,4293120,NA,7155456,1812032,NA,2276864,20344832,NA,NA,3669248,NA,739840,NA,1362048,NA,918848,NA,3603968,NA,12928000,3614720,7042048,4111360,NA,957218816,6394112,NA,NA,NA,1081216,NA,NA,3082240,1027200,NA,NA,NA,NA,656512,NA,48410624,NA,976128,387824,NA,6735616,299264,NA,NA,NA,NA,NA,NA,3206656,1286406144,354877440,NA,NA,NA,NA,586624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715520,NA,NA,60968960,NA,NA,NA,37576704,NA,1707200,NA,NA,NA,6709760
"105B",NA,NA,9422848,NA,17569792,1391424,NA,NA,NA,NA,98889728,NA,55042048,3597056,NA,NA,5076224,NA,NA,NA,NA,5793280,NA,NA,NA,NA,42176512,NA,13470720,NA,1021760,9538560,NA,NA,4792832,NA,4397312,NA,NA,5725696,NA,NA,6293504,NA,NA,NA,24720384,2753280,NA,NA,549312,883712,NA,NA,89399296,NA,7475456,NA,NA,NA,18286592,30339072,NA,14982144,8165376,NA,7309312,3029760,1445568,NA,42061824,NA,NA,26924032,9257984,NA,11730944,NA,NA,NA,NA,1707328,2071104,2370304,NA,1836352,2142720,NA,NA,NA,816384,NA,2924800,NA,NA,NA,18205696,NA,36323328,6744320,NA,57577472,16062464,1522176,NA,NA,1481664,NA,NA,28113920,1049216,NA,NA,61526016,NA,NA,NA,96452608,NA,4209920,690176,NA,2980096,1319104,NA,NA,NA,NA,480928,NA,1293824,2336751616,879099904,NA,NA,NA,NA,1530368,NA,NA,469376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646528,NA,NA,NA,545344,1094144,NA,NA,NA,NA,1272512512,1279872,8537088,NA,18229248,10736640,NA,1864320,NA,NA,15199232
"107B",NA,NA,9644032,NA,21395456,NA,NA,NA,NA,NA,37015552,4305152,19292160,3516672,NA,NA,7014656,NA,NA,NA,4693248,12893184,NA,NA,NA,NA,13806592,NA,15483904,NA,1743680,2723840,NA,NA,3806976,NA,NA,NA,NA,2959872,NA,NA,7387648,12669952,NA,NA,73932800,NA,NA,NA,268208,NA,NA,NA,198672384,NA,NA,NA,NA,NA,88895488,21756928,NA,50929664,4176640,NA,NA,5874944,1524096,NA,43315200,NA,NA,110358528,NA,NA,7519232,3354368,NA,5407488,1713920,NA,NA,NA,18689024,NA,2492160,NA,NA,1334592,1616000,1824256,1418816,NA,5470208,NA,11560960,3282176,7264256,3086592,NA,894304256,6409984,NA,NA,NA,1020288,NA,NA,2932992,NA,NA,NA,NA,NA,1246016,NA,62566400,NA,914624,500496,NA,3042048,NA,NA,NA,NA,NA,NA,NA,1688960,1444544512,NA,999168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915008,NA,NA,81911808,NA,8827904,NA,21645312,248240,2481664,NA,NA,NA,7077376
"109B",55562240,477056,5996800,NA,15217664,NA,NA,NA,NA,NA,17828864,65773568,30254080,NA,10693632,NA,6389760,5634560,NA,9180160,NA,NA,18596864,16930816,NA,NA,1797696,NA,96600064,NA,NA,2237440,NA,NA,NA,145358848,NA,NA,22708224,NA,NA,31100928,NA,31461376,5303552,NA,1140916224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286457856,48984064,180273152,NA,58429440,77484032,5416448,7510784,NA,1911872,NA,NA,NA,NA,NA,574029824,NA,NA,4402176,NA,NA,NA,1177664,NA,NA,1892928,879168,NA,1514816,NA,NA,348061696,NA,NA,776640,NA,NA,NA,2685184,NA,12210176,2441728,NA,13465600,2374400,NA,NA,NA,NA,1703040,NA,1874368,NA,NA,6848256,13169664,NA,NA,NA,47722496,NA,1358016,605568,NA,2358784,1108224,NA,NA,NA,NA,NA,12454912,1040640,450445312,116097024,NA,NA,NA,372457472,NA,NA,NA,NA,NA,10004480,NA,NA,NA,NA,1223296,NA,NA,NA,NA,NA,NA,NA,827328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319356928,NA,55648256,NA,10163200,NA,NA,NA,NA,NA,2715136
"111B",5205760,295344,9613312,NA,23989248,NA,NA,NA,NA,NA,20482048,8825856,9090048,NA,NA,NA,24734720,NA,657792,NA,NA,7876096,NA,3185408,NA,NA,25688064,NA,23674880,NA,NA,3335168,3234560,NA,3494400,2208256,NA,NA,NA,9292800,NA,NA,7081728,17150976,2833664,NA,260980736,NA,NA,NA,453456,NA,1667136,374832,NA,NA,NA,NA,1155072,1066688,90836992,24563712,NA,55672832,30877696,NA,NA,4815616,NA,4730880,7899136,NA,NA,179011584,1793984,NA,3542528,NA,NA,NA,966336,NA,NA,8061696,1572736,NA,1403200,3113984,NA,NA,1335296,1777728,NA,NA,7062784,NA,12305408,5720320,6803200,2506240,NA,9904128,5542912,NA,NA,NA,NA,NA,NA,3229952,NA,NA,NA,6873600,NA,NA,NA,28095488,NA,3164416,1100928,NA,2071296,549888,5743360,NA,NA,NA,NA,NA,1760640,611254272,NA,NA,NA,NA,NA,NA,NA,NA,NA,668992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829760,NA,NA,NA,NA,360000,NA,679552,NA,595008,105189376,NA,10170368,758016,42614784,757376,4710656,NA,2426112,NA,2957056
"113B",NA,NA,28024832,NA,17338368,NA,NA,NA,NA,NA,102858752,NA,58634240,895424,NA,NA,1929856,NA,NA,NA,NA,117399552,NA,NA,NA,NA,10081280,NA,NA,NA,NA,9510912,NA,NA,NA,NA,3585536,NA,NA,NA,NA,NA,5697280,NA,NA,NA,5819904,5189632,NA,NA,NA,NA,NA,1241344,89350144,NA,2781952,NA,NA,NA,NA,47169536,NA,2059648,7492864,NA,NA,2160128,NA,NA,18852864,NA,NA,3254016,21792768,NA,9136128,NA,NA,NA,5599232,3621888,NA,5869312,1905920,3152128,5963520,5301760,NA,NA,1131712,NA,3115264,NA,1988672,NA,11736064,NA,24338432,1505728,NA,11013120,3931648,NA,NA,NA,NA,NA,362112,905664,9845760,NA,NA,11792384,705280,NA,NA,54861824,NA,3766784,814272,NA,1065344,NA,NA,NA,NA,NA,858944,NA,7454464,1400176640,NA,NA,NA,665344,NA,NA,NA,NA,NA,570432,NA,NA,NA,NA,NA,1930112,NA,NA,1148928,NA,NA,NA,NA,NA,NA,NA,NA,763584,NA,NA,NA,NA,NA,NA,578551808,NA,9588736,NA,13768704,NA,3364864,NA,NA,NA,15176704
"115B",NA,NA,9466880,NA,31546368,1022784,NA,NA,NA,NA,155500544,NA,73891840,NA,NA,NA,17394688,NA,NA,NA,5477888,11487232,NA,NA,NA,NA,13817856,NA,16645120,NA,3019008,6642432,NA,NA,1344576,NA,3058944,668352,NA,7017728,NA,NA,12180480,8520704,NA,NA,156762112,2380544,NA,NA,697280,2236672,NA,NA,NA,NA,977280,NA,NA,NA,46002176,69591040,NA,33453056,22256640,NA,NA,4320000,6235904,NA,39559168,NA,NA,109428736,15502336,NA,21492736,NA,NA,2189824,3656704,NA,NA,16957440,NA,NA,7232768,NA,732480,NA,1988224,NA,43188224,4934144,7058432,NA,18771968,5358080,30845952,2640384,NA,149815296,38055936,NA,NA,NA,NA,NA,NA,8873984,2072000,NA,NA,45178880,NA,NA,NA,186613760,NA,1767168,1714624,NA,1755328,519008,2580992,NA,NA,NA,NA,NA,3842048,1438056448,NA,NA,NA,NA,NA,1242048,NA,311632,NA,NA,NA,NA,NA,NA,NA,1781184,NA,NA,4833792,NA,NA,NA,NA,NA,576768,NA,NA,636288,NA,NA,NA,1549504,NA,NA,629538816,NA,NA,NA,46645248,596736,4172544,NA,NA,NA,25266176
"117B",NA,NA,12212224,NA,19670016,1845824,NA,NA,NA,NA,128233472,NA,71761920,8501248,NA,NA,3437568,NA,NA,NA,8073472,23736320,NA,NA,NA,6712576,17575936,NA,NA,NA,1552192,8043264,2780416,NA,12356608,NA,3155712,488800,NA,1704448,NA,NA,9800704,NA,NA,NA,12368896,4183552,NA,NA,NA,NA,NA,NA,NA,NA,918528,NA,NA,NA,9272320,60899328,NA,8242944,7307008,NA,NA,4655616,1362240,NA,7029760,NA,NA,10549248,29026304,NA,13635584,NA,NA,NA,1554304,1531904,868352,NA,NA,2258944,2260480,NA,6098944,NA,1108800,NA,764160,NA,NA,NA,62996480,3380736,33137664,3567872,NA,8636416,2655744,NA,NA,963712,NA,NA,NA,1892864,1437376,NA,NA,7966976,NA,NA,NA,105275392,NA,3135488,718528,NA,2552320,NA,NA,NA,NA,NA,NA,NA,3913472,1511849984,446234624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4217344,NA,NA,669888,NA,NA,NA,1249280,NA,NA,144343040,NA,10329088,NA,8184064,NA,2230272,NA,NA,NA,18800640
"121B",NA,NA,4425984,NA,24125440,NA,NA,NA,NA,NA,88776704,NA,37646336,4497920,NA,NA,1564800,NA,NA,NA,NA,4731392,NA,NA,NA,NA,NA,NA,NA,NA,7559168,4119296,NA,NA,4394240,NA,NA,NA,NA,1185216,NA,NA,21399552,NA,NA,NA,2320384,NA,NA,NA,NA,1440768,NA,NA,NA,NA,NA,NA,NA,NA,4974336,23281664,NA,4066048,4754432,NA,NA,5139968,9095168,NA,NA,NA,NA,NA,NA,NA,8038656,11748352,NA,30628864,4246272,NA,NA,89731072,NA,NA,6000128,NA,NA,NA,NA,NA,64516096,NA,NA,NA,60444672,1858240,16602112,4201728,NA,335167488,274120704,NA,NA,1780992,NA,NA,NA,655884288,3823360,NA,NA,NA,NA,NA,NA,64507904,658304,3184128,1252608,NA,5533440,NA,NA,NA,NA,NA,NA,NA,6311936,950272000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209792,NA,3373824,NA,NA,18149376,NA,3106048,NA,NA,4478720,5249536,NA,NA,31640576,NA,NA,2841600,NA,NA,15029248
"125B",NA,NA,10518528,NA,15721472,NA,NA,NA,NA,NA,88563712,NA,44122112,3758592,NA,NA,16154624,NA,NA,NA,NA,24717312,NA,NA,NA,NA,121737216,NA,17121280,NA,NA,6699520,2256896,NA,5050624,NA,2375680,NA,NA,3204096,NA,NA,4558592,9165824,NA,NA,58859520,NA,NA,NA,NA,NA,NA,NA,79151104,NA,NA,NA,NA,NA,41840640,10248192,NA,31424512,14381056,NA,NA,2306816,NA,NA,17345536,NA,NA,20440064,20658176,NA,10145792,NA,NA,NA,985408,NA,NA,8574976,NA,2179584,961280,1460224,NA,NA,764992,NA,2000704,NA,55840768,NA,NA,NA,16177152,2412032,NA,224444416,64438272,NA,NA,6324736,NA,NA,NA,97103872,NA,NA,NA,6258432,318416,NA,NA,87379968,NA,2016768,1221312,NA,2038336,NA,NA,NA,NA,NA,NA,NA,1008448,1595211776,593887232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042112,NA,NA,NA,NA,NA,NA,381222912,863936,8954880,NA,19890176,NA,NA,NA,NA,NA,12553216
"127B",72192000,NA,13366272,NA,16185344,1296000,905408,NA,NA,NA,49451008,30945280,23912448,4933632,NA,NA,7144704,NA,NA,NA,5825792,10387456,9403392,5326848,NA,NA,1147584,NA,82214912,NA,NA,4314880,8187648,NA,5595136,13644800,15417344,NA,5520640,5772544,NA,NA,15174656,35938304,4072192,NA,543621120,NA,NA,NA,1077504,NA,NA,NA,43929600,NA,NA,NA,8866816,2682880,162545664,17472512,NA,84844544,9710592,2930688,NA,2746624,NA,NA,NA,NA,NA,413974528,11489280,NA,7169280,NA,NA,NA,NA,NA,NA,5553152,3246848,2392576,1963328,5160704,NA,2488064,4022272,NA,1360320,1408512,NA,NA,17731584,4093184,10323968,1849664,NA,70930432,6519040,NA,NA,NA,NA,NA,NA,4454912,NA,NA,NA,5895936,NA,NA,NA,53338112,NA,4683008,1376896,NA,1566976,NA,NA,NA,NA,NA,NA,1197760,653056,366460928,NA,NA,NA,NA,11893760,NA,NA,NA,1405824,NA,NA,NA,NA,NA,NA,2433280,1139584,NA,NA,NA,NA,NA,NA,NA,1257984,NA,NA,436112,NA,NA,NA,NA,NA,832704,359759872,NA,35258368,NA,10514432,NA,2631424,NA,2584064,NA,6852864
"131B",88653824,NA,9690112,18049024,NA,4317440,NA,NA,NA,NA,15869952,16283648,9579520,2204160,NA,NA,20894720,NA,NA,5787136,NA,9383936,8240640,4275200,NA,2767872,NA,NA,39059456,NA,NA,3041024,NA,NA,2637568,16970752,NA,NA,3618304,6150400,NA,NA,8621056,7282944,NA,NA,433831936,NA,NA,NA,NA,NA,NA,NA,431849472,NA,NA,NA,8982528,NA,15240192,20601856,NA,7219456,12338176,NA,NA,2777344,NA,NA,NA,NA,NA,160841728,NA,NA,3117056,NA,NA,NA,NA,NA,NA,9169920,NA,3239680,NA,3808512,NA,1473088,2036416,NA,9645056,NA,NA,NA,12763136,2058880,12648448,4957184,NA,32523264,81539072,NA,NA,1711488,NA,NA,NA,67588096,NA,NA,NA,17929216,2618112,NA,NA,28534784,NA,5503488,5481472,NA,2243328,NA,NA,NA,NA,NA,NA,556800,NA,268337152,NA,NA,NA,NA,2992384,NA,NA,NA,NA,811520,NA,NA,3268096,NA,522000,4032000,NA,NA,NA,NA,NA,NA,NA,NA,1115648,NA,2353408,1269888,NA,416144,NA,NA,NA,NA,426360832,NA,107388928,NA,10011648,NA,3617536,NA,NA,NA,2800384
"133B",NA,NA,9992192,NA,20078592,NA,NA,NA,NA,NA,67485696,NA,33101824,1780160,NA,NA,2660096,NA,NA,NA,NA,8662016,NA,NA,NA,NA,73433088,NA,NA,NA,NA,3810816,NA,NA,2134784,2343936,3576320,NA,NA,2124032,NA,NA,6880000,NA,NA,NA,7239168,2536704,NA,NA,297744,NA,NA,403968,32538624,NA,NA,NA,NA,NA,3622400,29448192,NA,3587840,7404032,NA,NA,1614080,778368,NA,6316800,NA,NA,5502208,6198016,NA,6027776,NA,NA,NA,NA,NA,1409792,1734784,572992,1266176,966656,1378304,NA,NA,1382976,NA,NA,NA,19796992,NA,6190336,1485248,13619200,2849024,NA,11918336,3024128,NA,NA,708224,1277312,NA,NA,1412992,NA,NA,NA,11949056,560384,NA,NA,64319488,NA,1844096,784960,NA,1091648,685952,NA,NA,NA,NA,NA,NA,954880,1463943168,584253440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396752,NA,NA,NA,2215168,NA,NA,NA,NA,NA,770432,NA,326272,NA,NA,NA,609600,684672,NA,NA,902692864,NA,8415232,NA,15209472,1185152,NA,NA,NA,NA,8826880
"135B",NA,NA,7691008,NA,15009792,NA,NA,NA,NA,NA,48893952,NA,23663616,NA,NA,NA,6198528,NA,NA,NA,4865280,6715136,NA,NA,NA,NA,14456832,NA,12040192,486544,1984128,9674752,1444480,NA,NA,NA,1452800,NA,NA,2882816,NA,NA,19510272,5972224,NA,NA,63799296,NA,NA,NA,NA,NA,939712,NA,142639104,NA,NA,NA,NA,NA,28751872,2024896,NA,21199872,14480384,NA,NA,12529664,2206720,NA,22885376,NA,NA,40763392,18462720,NA,NA,NA,NA,2776320,NA,NA,NA,28103680,NA,NA,5542912,1250176,NA,NA,1318656,NA,5558784,4368128,NA,NA,10426368,NA,23322624,20480000,NA,761135104,103374848,NA,NA,NA,1040704,NA,NA,77586432,NA,NA,NA,3096576,364688,NA,NA,77037568,NA,4450048,959936,NA,14298112,1313472,NA,NA,NA,NA,NA,NA,2676224,1512701952,536117248,NA,NA,NA,NA,685824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583488,NA,NA,1314432,NA,NA,NA,NA,457808,715840,NA,NA,NA,437190656,NA,NA,NA,18767872,NA,NA,787008,NA,NA,7797248
