"","alpha-ketoisovaleric acid","Vanillylmandelic acid","Uric acid","Tyramine-O-sulfate","Tetrahydrocorticosterone","Tetrahydroaldosterone-3-glucuronide","Tetradecanoyl-CoA","Taurine","Succinic aldehyde","Stearic acid","Sphingosine-1-phosphate","S-Adenosylmethioninamine","prasterone sulfate","PGF2-alpha Ethanolamide","p-Cresol sulfate","Palmitic acid","Oxalosuccinic acid","Oxaloacetate","Oleic Acid","L-Valine","L-Tyrosine","L-Threonine","L-Leucine/isoleucine","Linoleic acid","L-Histidine","L-Glutamine","Lauroyl-CoA","Lactic acid","Indoxylsulfuric acid","Hippuric acid","Hexacosanedioic acid","Heptadecanoic acid","Glycocholic Acid","glycochenodeoxycholate-3-sulfate","glycochenodeoxycholate","Glycerophospho-N-Arachidonoyl Ethanolamine","Glycerophosphocholine","Glycerol triundecanoate","Ethylenethiourea","Dodecanedioic acid","D-myo-Inositol-1,3,4,5-tetraphosphate","D-Glucose 6-phosphate","Creatine","Bilirubin","Arachidonic Acid (peroxide free)","Androsterone sulfate","5-Methyldeoxycytidine","5-Methoxyindoleacetate","5-cis-8-cis-Tetradecadienoyl-CoA","5,6-DHET","4-Hydroxybenzenesulfonic acid","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione","2-Methyl-3-ketovaleric acid","2-methyl-3-hydroxybutyric acid","2-Hydroxyisocaproic acid","2-Hydroxyethinylestradiol","2E-tetradecenoyl-CoA","1-Deoxy-D-xylulose-5-phosphate","16,16-dimethyl-6-keto Prostaglandin E1","Thiamine","Sebacic acid","4,7,10,13-hexadecatetraenoic acid","(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid","10-oxo-nonadecanoic acid?","13,14-dihydro Prostaglandin F1alpha","13Z-Docosenamide","15(S)-HpEDE","17-phenyl trinor-13,14-dihydro Prostaglandin A2","1-Arachidonoyl Glycerol","1-Linoleoylglycerophosphocholine","1-Naphthylamine","1-Phenylethylamine","2,3-Dinor-TXB2","27-Norcholestanehexol?","2-Linoleoyl Glycerol","2-Methylindoline","3-hydroxy-pentadecanoic acid","5b-Cholestane-3a,7a,12a,25-tetrol","5-Methylthioribulose 1-phosphate","8(S)-HETrE","Actinidine","Anandamide (22:6, n-3)","Carboxynorspermidine","Chenodeoxycholic Acid","cis-5-Tetradecenoylcarnitine","Decanoyl-L-carnitine","Dihydrouracil","Dimethylallyltryptophan","Galabiosylceramide (d18:1/12:0)","Glucosylceramide (d18:1/16:0)","Guanine","Hydrouracil","L-Arginine","L-Asparagine","Lithocholic acid","N,N-Dimethyltryptamine","Palmitic amide","PC(14:0)","PC(15:0)","PC(16:0)","PC(9:0)","Phosphocholine","Phosphonoacetaldehyde","Phosphorylcholine","Pregnenolone sulfate","Pyridoxamine-5'-Phosphate","Stearamide","Taurochenodeoxycholate-3-sulfate","Testosterone enanthate?","Tetrahydrodeoxycorticosterone","Ubiquinone 8","Urobilin","alpha-Tocopherol","alpha-Tocotrienol"
"C0100",11239.253,31226.671,292309.458,70180.59,3235.426,2872.809,4822.878,40631.729,7752.235,75709.64,15012.901,3387.47,119344.023,23923.228,389417.451,10229.998,44552.572,15264.552,8199.344,17424.1,8528.633,15177.154,16247.992,12359.452,28726.642,54531.337,8529.406,98264.962,94547.42,27318.92,113894.543,21835.925,32321.19,21986.497,61116.174,9012.782,22112.637,9492.617,12623.882,10998.149,24009.016,62872.809,15992.216,4520.878,4880.308,114639.022,46055.494,27921.305,6525.269,7391.096,201393.173,6519.844,258589.404,30163.987,10163.039,57328.413,4208.292,47864.485,11228.911,19426.74,7600.756,14303.628,9306.656,22230.583,2333076.584,140021.171,56352.554,27889.888,32220.214,528014.274,12906.166,746341.449,2579.65,437010.656,181978.778,29118.757,9813.994,19364.025,12546.544,76535.04,18369.168,11250.101,13839.983,19884.731,34949.587,7335.6,44831.961,31826.446,665659.747,10810.774,10645.123,34110.491,19439.729,7186.161,187800.214,12399.557,4735.464,17276.176,9640.611,980433.753,217676.745,103427.672,11785.449,14135.163,14358.639,13487.775,13243.07,14134.557,10464.222,41035.574,14732.735,7410.659,13872.497,0
"K0101",17461.572,41762.589,188308.131,64843.424,16449.113,5696.64,5522.852,23707.109,6740.569,60621.402,18500.335,17087.462,474257.348,14861.036,974687.449,20538.322,49811.683,15561.94,27357.535,16365.207,8627.741,9842.031,13896.029,46639.386,27154.804,53110.639,5723.432,82051.526,88992.098,15023.341,85434.481,36050.404,31460.191,39322.766,99377.351,8188.466,11355.407,14018.022,12885.607,14065.393,22874.69,25308.979,30940.02,6872.666,10629.992,155203.812,26564.015,15509.939,12062.691,12023.096,72557.769,21759.766,392133.931,58531.733,14147.381,55863.241,5923.643,4143.509,5308.649,21388.202,13188.515,5147.501,2002.282,23141.094,4221246.229,591819.43,57565.952,32165.521,22701.809,1573036.833,7205.753,700955.448,7081.637,365415.657,178154.816,42939.638,19628.946,9292.511,25592.005,148576.056,18692.698,19008.024,15436.018,11729.365,32604.168,23051.271,85321.525,20679.26,877440.801,9559.411,43759.202,74423.311,19739.171,18609.901,267028.364,13072.789,12289.048,26002.599,16778.054,2830968.859,270185.999,286334.212,38042.755,10560.914,25395.072,6273.21,85589.516,3157.137,8552.913,27905.756,31812.834,24006.126,33566.11,34505.67
"K0102",9650.6879,21715.2514,173774.8736,70543.6526,9318.5934,3312.9297,5162.6472,31600.4235,8580.3404,63348.5694,15437.2686,10500.9265,290132.68,19107.8987,105621.8327,13433.4519,14687.9709,14249.2996,18070.3903,15864.6811,9648.2278,9296.9195,15118.4232,35525.5016,28593.1158,65200.1343,4830.545,99401.8244,43866.5423,11298.4356,130396.4296,33569.1769,32870.114,38824.5952,118746.3941,9255.5966,15809.456,14794.8032,12269.8281,9229.7049,20214.2852,61019.2511,13117.6309,19205.4765,9045.8987,205983.9841,38166.5126,18102.5006,12656.093,10759.6956,125513.6689,16692.3507,190151.4426,33510.7602,12122.4739,55311.0758,5476.0374,16108.0003,21620.8016,6299.1237,9352.3611,20701.3698,12133.5722,25164.2792,255996.2521,252948.1593,102531.5699,35938.7652,84286.062,1402375.024,12466.9302,792574.111,4587.183,652497.7672,365779.01,33519.9274,196.1074,30133.8252,15207.6277,6182.8939,20746.5929,774.2343,12903.5206,14549.4752,63984.1206,9803.1001,70181.8558,19081.3808,199514.1476,15942.5916,1563.6517,2822.2268,19826.749,17558.4891,10748.764,13300.4766,8853.7069,18304.7481,9530.8798,2091568.942,2091119.063,41235.1184,6068.9592,14000.5909,24775.4588,13684.5704,39207.797,34465.4979,20537.1863,54939.9081,9060.268,30752.8767,29741.505,23140.5059
"K0105",10232.381,29275.578,172467.609,67644.202,13010.781,3245.837,6712.407,22661.29,8610.302,39642.152,17545.555,13369.58,160881.302,10417.735,302753.129,19629.271,38697.149,10968.452,21582.865,13760.129,5491.517,12104.767,13084.169,42630.227,22977.209,47105.743,9047.512,83504.434,44172.251,17807.5,59612.415,35043.86,28699.099,50240.091,152774.538,5000.043,15782.638,16137.881,10607.555,9882.52,20730.966,36232.152,16093.434,4510.93,11436.229,59363.414,71883.904,21237.588,15896.001,13443.179,83309.951,22676.612,255283.124,51909.762,11081.901,47820.093,9410.07,16965.234,5259.396,9092.317,14883.678,7111.254,2281.805,20303.553,3816973.141,555561.795,88247.614,47830.963,24380.908,3175909.225,5821.329,806050.395,6438.698,282316.812,259519.443,27333.518,17223.183,7266.516,32626.884,139569.126,17526.362,17748.279,13231.651,10041.407,48884.458,18995.121,113281.545,14222.32,936203.296,16106.915,44449.21,70143.043,21450.029,28845.662,231718.325,14057.866,14640.644,59810.649,22443.027,5059405.974,260492.698,236493.501,22526.897,8512.457,39918.046,5711.424,96552.005,6553.944,13065.722,23578.268,25389.063,63832.447,81461.848,31503.226
"K0106",11809.7153,31140.7617,183429.0247,75244.9387,18281.5384,3951.3334,4171.0193,22420.8089,8694.2984,69903.3859,18149.9362,16140.3913,254982.4757,23993.8947,979814.6469,15705.7302,57933.798,16039.5264,35821.2828,13831.9245,7869.7464,5997.105,13558.2162,60850.09,30122.4931,55923.7156,4273.497,86960.832,121019.5634,125014.4766,105447.5724,31419.7731,33406.928,44195.5428,91025.8481,11166.5256,17820.5672,18826.7421,14182.5403,11072.396,23171.5508,31308.446,17890.8049,16580.5008,24134.1755,138784.9337,29351.7699,13829.5907,12822.9345,11606.9688,320821.0476,28894.9707,265516.204,41397.4111,9348.5088,54049.8534,1963.8663,14855.8608,5673.2229,34194.9805,14350.2588,8925.4738,6005.5298,21962.3271,148117.0954,151580.4327,57251.4723,23012.6536,47506.2775,1225753.175,9808.0764,626514.2147,8534.1857,413340.1258,195390.423,31245.4435,527.4465,38923.5865,15349.3021,5143.6925,16101.9705,233.5232,12168.707,10259.0341,36190.4746,29280.6725,64072.6126,12509.3437,375100.0553,9371.0864,435.8888,2426.9595,18295.3659,9119.2531,10544.1195,11563.4459,5301.1248,22972.5881,13580.6779,2551675.896,1065023.693,167020.2018,23133.9693,11874.9236,20014.552,11009.6703,32485.5202,11464.3432,9953.2779,40178.8959,21186.6444,32969.5098,46047.1269,8432.9093
"K0107",15536.7552,43109.9477,208210.8267,75696.0153,12144.3183,4623.4848,4675.7945,33064.6903,7421.1522,71121.2636,20235.5203,9467.2908,453492.6135,22092.9495,163011.8774,11734.4573,23644.4901,14623.0763,21902.0432,17294.4862,7829.2188,4051.9673,15089.9321,32115.4111,32651.4755,57723.8493,1640.4518,104266.1084,21108.4663,18303.5228,72610.6181,23348.8772,32947.6667,40852.4639,71473.752,7416.9108,16571.0178,15585.0432,15584.8383,14858.508,22116.4118,112005.1564,26114.4651,32152.7947,11847.6468,186862.3475,22167.1532,20171.6487,11441.0059,7987.8346,37268.3615,17660.0093,375356.815,43214.2648,12036.2567,57145.6693,4926.8647,36503.1015,5628.0802,7189.9762,8660.9403,8420.7966,5017.2246,18990.1143,156047.7129,259797.9087,49820.8333,17947.9151,26979.7991,982816.1988,8106.3361,769616.775,4009.9393,319174.3319,159450.6701,16700.0355,245.0775,25739.0811,13197.5526,4952.674,14820.5386,322.5116,11653.0132,10017.4291,27597.2081,6650.3386,50365.1923,13303.152,378209.4726,7770.2738,1045.1445,1911.8004,16109.3419,9684.5424,7394.1381,12304.9151,4924.8683,21270.5795,8002.0597,1844080.046,1102409.659,114915.0755,10338.0421,10941.8795,14488.5739,10657.5292,23455.8272,11138.4072,8979.0176,35324.3478,11995.4785,16087.23,25462.3118,2298.0474
"K0108",7790.6719,23761.5311,203321.4668,57408.5892,11947.764,6042.7724,5093.1643,35949.6873,6705.1416,65091.6186,21490.8634,6247.9898,508775.3092,20168.1897,882297.6278,14424.0705,46519.0069,13268.5333,25944.4675,12258.452,9861.1458,15411.1421,13360.0471,22330.2826,25817.2626,59730.9584,11027.3819,72046.0537,67462.5731,24867.3077,97708.506,18640.0059,34138.4872,18941.9059,33937.7103,8343.9016,8222.5454,5971.2944,12593.3483,16238.4964,21331.7383,53104.4846,14340.6861,8301.6726,4510.6841,205934.655,9833.413,14316.1243,6620.1256,6026.5704,193156.7681,10425.382,189868.6666,25936.026,10956.0901,175285.0801,6763.4398,10137.5215,7442.0953,21245.1893,9264.0819,10330.3314,4771.7242,17082.0749,2267686.363,243907.3398,42093.7755,15245.1514,26990.6904,1215501.332,5889.362,713080.969,2459.3126,296997.3709,139718.8059,28708.2674,10550.2802,25885.145,8691.4246,79535.768,18944.4603,10330.1121,12051.2419,22345.187,26087.1587,6661.5077,21274.7236,21628.6491,666268.8224,5690.7463,17356.8121,35757.9826,17460.2936,9363.0483,152659.8834,12071.3913,6212.1648,8529.432,3139.0485,1115284.661,244071.2222,125180.7559,14997.893,9138.8144,6317.6813,8103.2444,18150.0081,12163.2748,6793.274,40830.7454,21532.1415,13437.8826,41222.2215,258.0651
"K0109",9360.3428,25590.2423,122665.5096,61458.4745,16597.5875,4251.6315,649.2949,29607.8119,6687.6975,58082.98,15843.9217,24074.433,185105.4369,17736.7611,86855.5518,17303.002,26157.2177,143933.7052,36339.7615,13046.763,7555.4539,10750.6838,9516.5346,60190.2504,32918.073,59515.5818,1294.5513,75652.1808,35841.4845,58847.2284,118761.3233,25093.9951,31636.8817,26058.9011,77770.5201,11565.7053,23744.8732,10835.2017,11562.4117,13023.7158,26775.7925,23263.5682,15185.3122,24269.8844,15685.8822,47380.4598,42285.718,11915.0757,11672.8381,7704.4686,70844.3862,27855.5652,207015.9675,41791.5541,8225.4247,70650.4796,0,7294.0344,29451.9569,5038.8879,9028.8665,2723.5473,3194.0917,8259.1663,537421.2444,64151.976,22584.0482,9966.415,14209.0339,379979.8125,11825.6614,667076.3503,2074.3396,136158.4329,81711.2933,41721.7494,2165.4703,2041.7642,5590.5073,21154.4104,19061.9205,3189.9875,13757.2961,5790.9089,12716.4626,8526.3026,23465.5986,16118.9882,58191.8236,2992.5354,2161.5113,9757.9148,20499.1566,5321.111,42666.7733,13332.0452,2206.3905,5940.5817,2329.382,535384.1766,63317.8463,30782.3455,3831.1736,4464.4823,5359.6484,7577.0768,9353.0978,6972.8097,4527.3928,23428.5598,1904.357,8274.3871,8020.4792,1495.9814
"C0110",11961.683,34063.008,147756.908,49776.595,2864.685,4397.953,5630.039,35799.722,8053.631,47532.247,17736.877,5752.857,250214.256,12448.409,197711.809,17777.854,30161.306,14339.191,9796.955,13165.41,7343.19,12902.188,12152.76,9737.288,23736.516,45593.317,9409.177,89794.908,49907.771,5746.979,82596.386,28578.463,30460.447,19953.631,81555.361,7422.843,16646.828,8144.42,8583.161,9341.275,19751.022,40114.173,17411.807,11335.022,5577.044,93549.931,57119.657,18393.378,6714.665,9079.481,172444.505,5223.323,253298.88,63838.667,13711.432,143686.062,8929.567,26195.289,8704.84,39612.16,10653.425,14365.087,3600.517,20076.187,2700707.901,221943.261,69249.494,40230.165,22487.415,528793.796,7941.416,471948.88,2939.984,420164.395,207693.534,58747.551,13432.603,19429.307,23354.713,106408.794,19096.982,12249.611,13997.354,9959.066,38140.578,9167.88,57780.749,19767.69,865253.695,10277.953,45237.437,59022.342,17718.568,16191.442,140821.54,12846.211,10240.847,11101.046,5688.067,1173290.215,223101.886,344601.048,54585.102,10511.739,17328.845,6246.067,52147.71,8124.324,11403.972,26502.109,5334.194,7494.402,11517.048,7099.032
"C0113",12031.5966,30771.1389,269078.7861,75611.7108,10069.6551,4235.0756,3727.3486,48184.986,6703.8811,68807.979,23344.7126,10810.978,644315.418,22064.3656,901438.9373,12822.5503,102814.3477,15505.2509,20141.8247,12817.078,8432.5673,9657.6838,13364.8555,26460.3671,26885.807,48249.1138,1813.1455,97149.1742,95271.9857,31430.022,100579.9439,25157.9228,30272.297,20677.8522,69431.2261,10427.1166,26570.1723,8878.9068,13004.5489,14312.4804,23642.7851,45006.6668,18680.9486,8749.6755,6643.2802,250638.04,58477.922,15811.0095,8195.846,8708.4393,62356.8694,14043.9456,245674.1241,56886.4075,12422.2182,238765.2718,2750.0804,13198.8728,7646.2008,22842.0106,9490.7405,6993.7425,7273.21,18759.7913,172816.2958,467391.3613,52730.4672,22563.2305,24146.7716,833575.4546,9137.4151,670344.7697,4684.7708,376746.2927,181290.9718,35524.658,553.8454,23516.2207,14627.1155,7205.7313,16593.2884,376.7006,12071.2084,9169.523,31616.2509,14686.3707,50047.9039,29358.4457,264270.4858,9113.875,1102.4742,2190.9835,16846.6667,9244.5569,13517.3795,13139.5363,7531.1201,9857.8469,6625.325,1075848.988,1201159.256,113241.7884,13736.4924,10540.5538,17230.8104,10577.6587,33144.9745,9513.5808,9971.2742,35476.9828,17370.3603,12596.9436,13454.5986,7834.3219
"C0114",9872.974,27034.638,162122.338,54645.876,14010.462,5172.356,8153.822,22834.086,7292.71,47232.448,15739.644,10913.157,133313.801,10103.825,250270.346,9183.981,29558.279,13704.333,20775.498,9763.648,5012.272,4782.428,10019.323,20027.346,20862.718,38983.48,12722.066,80750.667,47204.413,131810.998,62595.738,14469.758,29539.972,20168.786,53227.512,5157.348,16875.197,8203.186,10646.381,12068.693,20054.576,16629.901,12730.903,9334.255,6679.631,19310.598,51992.53,12401.655,6918.301,6179.96,40040.944,11053.992,204434.921,49567.362,11586.032,62890.87,11888.107,6635.581,12271.257,7148.774,6264.434,13003.118,4166.462,23395.713,2350812.458,117124.541,48470.786,32917.718,27516.446,907950.46,5868.75,748447.298,3680.133,309613.359,153232.23,27162.457,10847.037,8203.615,18448.648,98196.175,16352.808,13696.668,13565.658,8281.964,26525.982,8946.657,48692.535,15875.842,1242075.213,9154.554,29328.01,49644.308,18198.261,14050.036,154338.431,12955.67,7034.665,7817.441,6657.602,1701049.703,215080.058,266334.234,28818.572,6047.342,14038.85,5454.973,41314.524,10635.582,7697.374,33869.884,32218.902,22511.449,57545.865,10697.911
"C0115",10217.7248,23068.5419,131119.7228,67225.5213,12506.7759,3507.0125,4237.5764,29130.6322,6053.48,65646.927,18252.6319,19527.0502,121013.8677,15978.7385,1002051.821,11530.0087,65081.3445,14672.1113,18365.9719,10243.4955,5621.222,7478.5982,7019.2189,34561.1174,24365.3449,41192.3261,4808.8934,74518.1833,83005.0593,19867.8059,93706.949,25259.5318,29808.72,27685.8488,97972.7781,7049.1468,12890.1994,11478.3512,10527.2015,12883.1834,26310.4664,45907.273,13159.2531,4353.3816,7534.0766,41557.8058,29115.4027,7029.8743,7958.3109,9197.6734,70229.5988,17415.25,185535.8314,31968.0717,7608.9303,250656.1492,3683.8572,8467.2679,15735.5299,44462.3334,10916.5929,15886.9979,7858.4496,19380.9741,211585.8926,246278.607,77826.2742,27264.9759,37208.4343,808377.3519,7649.829,781626.2938,6965.5481,448148.7051,262101.9333,28990.5787,445.6657,48097.3708,17971.8968,8035.4458,17694.4654,1198.1689,13216.7706,12852.465,44291.5644,10385.2273,58609.796,34995.6181,526749.2626,10542.871,1315.4949,3110.5488,18585.449,11802.3392,9497.3318,12802.8262,4776.3207,15679.6172,8848.6224,1450074.469,1787644.74,113858.9225,10929.6908,9179.5069,21901.7575,8944.2981,33501.9358,18147.9563,13360.5084,42611.5834,24340.598,26359.6402,38409.6324,6582.1201
"K0118",13128.072,32466.686,122056.08,72991.488,11174.097,5269.672,2685.625,28422.452,8146.432,43167.003,13054.772,15421.925,384995.161,11933.554,606359.367,18230.24,29624.686,14404.146,24408.461,17043.41,9451.285,13397.96,13861.378,32104.727,26377.454,67700.158,8975.578,111550.244,77560.642,9129.275,79334.475,26415.6,31936.511,26908.974,91363.615,11181.56,8987.09,9577.016,12136.225,12918.664,22372.649,40634.997,15785.107,6370.465,11970.935,88157.806,20019.342,8789.2,9594.62,8582.78,103792.2,15223.808,248440.304,52379.464,11547.819,48971.812,3992.243,1199.679,3659.91,12304.267,6988.131,6855.852,2600.295,20141.439,3926947.259,337062.333,52530.783,36677.361,19118.105,827747.216,11484.899,418609.5,5359.362,322153.431,157707.655,67931.929,19487.545,5317.018,25909.966,131075.612,18053.628,17863.763,13135.792,7773.645,30378.584,12487.624,89600.432,18489.489,128259.968,9509.017,27986.096,64811.924,20753.771,22325.571,264153.456,14389.981,8806.12,13925.996,9982.535,1760666.544,214377.03,268548.664,45291.737,12885.286,25523.828,9274.394,75670.873,6045.288,8728.513,20739.561,4583.236,11384.039,14755.879,20976.877
"K0121",14894.4568,34398.9812,82529.7688,66126.8657,15460.9458,5153.618,5816.2484,26992.7344,7688.1485,55874.1704,16030.8042,24838.7634,347865.3133,17505.0161,1163236.035,15417.2849,53754.7371,14007.6602,29093.7666,13956.1432,6534.419,4962.8762,14777.7028,43348.4462,22267.6505,46622.2605,2542.1781,78008.2855,53264.6352,4036.5761,75250.8591,24636.6403,31325.4278,20141.9627,86939.1346,10103.692,10705.7266,8676.0823,12516.1825,11149.7366,21920.8359,30767.9138,17843.6464,12502.8318,13162.0854,132483.7481,17355.8099,12123.9916,6741.0142,9448.0622,149589.5978,21344.319,275405.6491,69349.7437,14437.4538,185868.9817,1841.8008,5608.6219,3524.4574,33047.3072,18270.1715,5445.5726,4178.0155,15351.6399,186466.336,644830.746,67620.5101,23801.9412,19071.2655,466436.835,10315.9219,743366.2861,3780.8508,253326.426,218252.5432,22365.6547,159.9849,15843.3692,16335.6676,5235.868,18151.5203,353.3413,11729.5305,10827.5303,41852.6763,13430.5179,62104.8811,36997.601,868468.0886,10358.7312,0,2331.9875,18600.1215,12461.5541,11343.0113,12197.5918,10005.2351,8993.0988,4712.6227,894742.6931,1296608.895,122384.6843,13263.4679,9510.4563,20768.2336,11018.6336,34273.004,5022.0617,12162.561,23988.6192,31550.6461,11835.9383,10537.4803,8940.2572
"K0122",13607.5111,32391.4549,212132.5596,85394.9438,10704.0814,3048.0806,5120.7717,41540.8621,9852.7042,56790.2005,16541.5799,9770.8296,369355.3918,16190.3117,241404.5182,10493.882,32379.1208,16527.8679,19536.9907,14956.287,9181.0843,13045.8101,14944.8842,24305.0605,31017.8189,60667.7525,10504.6684,121692.4263,81397.7033,14758.7872,82709.4648,13116.5724,29581.6284,22606.217,56098.4843,8716.3528,28924.0566,9847.6151,14354.5327,11338.4113,23088.9614,64829.117,19156.9029,8585.3559,12989.4688,59576.0147,73107.6331,19053.1319,8530.9993,6507.3471,262633.5476,13357.5038,266536.7891,62346.8447,14593.9178,47974.0043,7101.8368,11032.1831,7013.321,13847.6684,8976.0919,6648.2862,4461.9057,16918.4182,203541.5937,215077.752,39502.8119,15129.3321,30214.3808,580245.6529,12707.7823,824060.7671,2848.2898,281023.0902,132112.7036,18186.5909,440.0137,9297.9432,13650.4108,8593.4479,18517.3022,963.9573,13029.6899,8386.3792,24070.9212,10948.3391,44978.37,34532.9718,381402.3859,6083.1861,527.5982,3303.5363,18741.5009,7956.5088,16565.3717,12635.2159,4307.1342,14715.5755,8557.8251,1127103.074,1361081.354,88592.0529,7333.2936,12186.2136,14150.2219,13137.9536,25837.2201,5133.7157,7342.2841,31767.2043,22200.1315,24729.1234,16926.2729,5968.7815
"C0123",13951.7089,37837.4676,218224.4889,82396.2598,24759.3241,4055.7508,2139.9787,52971.7241,7936.8377,80796.0009,22485.0297,28426.3635,333470.3909,29758.0278,156976.7173,21184.7768,25417.9471,17733.1837,46926.2832,12110.5956,8270.1768,3242.9093,8931.3429,87774.9836,28318.6065,54823.004,3497.6831,95076.4005,33895.4055,53953.0323,133312.5029,33062.4794,31161.7112,65939.4336,83960.1884,11027.9317,15006.763,23806.0725,13099.6179,14011.6684,29592.3486,72431.1229,23367.0974,19407.2321,31255.8864,155325.6349,47750.6682,25018.5566,20009.8538,11901.3202,217053.8868,40436.8677,316337.948,38665.726,16341.0156,144194.3515,2101.0292,22833.1486,6023.5976,6860.1281,9004.9214,9119.3988,6352.8103,23219.2119,173774.8169,350723.7144,75193.9149,23701.0295,45299.0489,1976591.202,8053.283,719688.5585,11549.3202,534796.383,251641.9584,24806.1996,258.7066,28101.5018,14031.3001,7367.9454,17592.5885,145.7654,12945.0281,12061.5899,44950.2055,24285.2909,55131.0426,15893.9138,118620.8318,11444.643,714.8095,3650.6416,17636.7846,14044.3783,13027.218,12189.2631,9754.2891,75792.3261,28058.0912,4146657.244,1319595.154,93113.0496,11398.7775,10874.1904,19650.242,8312.0856,43996.5686,8806.5727,13377.3335,44319.193,3868.7351,78841.4224,51154.8543,9031.9044
"K0124",10955.31,24540.19,193375.753,58847.621,8918.06,4810.565,4538.823,33320.759,6585.72,56362.103,15764.663,11053.608,304195.153,14637.305,806036.579,15559.518,37960.841,13884.034,17923.471,11785.382,5537.624,5999.144,7980.023,29442.32,15340,37438.652,6649.158,81966.948,105729.288,28468.98,124588.009,30355.132,33516.782,31700.187,111645.241,8021.8,12754.239,13448.408,11594.834,12985.877,19626.815,46654.076,13354.337,11531.015,7225.006,73653.451,38576.463,12828.792,14034.639,10803.467,270081.062,11664.067,189461.438,47084.264,9103.974,109388.657,5794.452,12770.854,36159.992,34429.135,8000.015,26335.108,8581.959,33082.354,3066477.659,831097.528,100306.829,57757.077,68578.042,1661322.091,8147.513,793044.965,3399.557,764992.906,319199.511,34469.766,13729.115,33692.062,25722.469,120096.197,20156.628,15803.027,13944.077,13626.545,56960.718,13233.826,91199.821,26924.108,893907.15,15921.978,39717.58,61086.2,19382.911,24222.061,186513.824,14087.828,14314.462,39087.381,18880.233,2483954.068,256179.857,236612.018,26715.131,10923.54,29702.452,7341.289,58137.12,25757.479,17987.281,62684.939,23572.996,30700.097,57673.313,33949.77
"C0125",14192.927,32140.435,208997.475,60093.642,10747.022,2265.391,4636.198,23026.863,7416.549,67713.395,11821.751,8367.583,433242.437,16783.255,164629.434,11610.761,4082.244,11048.216,15908.33,12485.29,4703.516,5326.112,9309.497,34165.14,15559.271,35263.372,8073.129,68854.042,54631.141,12248.964,84794.386,35177.988,28776.886,26078.876,98280.169,4649.561,13363.585,10198.707,10283.373,10095.8,24016.044,22215.845,19947.502,6537.006,9256.146,119550.717,67862.676,8350.343,7859.393,12126.38,176858.424,13774.66,289195.783,31648.901,10596.534,50055.868,6241.36,7274.495,36754.388,12305.206,11952.888,29438.401,10083.566,33638.474,3779783.759,483830.427,82576.216,61968.578,29963.089,1299571.894,9388.273,785139.382,3207.021,577003.376,259154.482,24979.191,17497.6,6463.346,28829.283,130677.5,18542.235,16130.888,13733.904,12376.727,53049.402,13904.527,92307.274,19121.288,838653.66,18725.979,32503.807,64292.731,18168.521,19359.179,271030.637,14716.227,9657.672,21908.017,9815.961,2049050.371,251906.732,258399.39,26962.148,12904.715,28845.181,10151.072,43615.431,22839.566,15814.126,49171.729,42512.547,29089.185,31366.849,9102
"K0126",13330.793,31841.318,224288.283,93611.752,16706.971,2969.31,4966.783,26157.394,9295.696,50316.872,13204.259,22265.911,475110.006,13804.526,430560.138,19607.371,30354.452,13407.859,31690.896,13252.976,8624.863,8736.418,12325.279,44226.626,23980.693,51382.529,6375.036,134966.283,95588.984,30256.705,76048.617,33391.273,32700.493,24894.153,108454.821,9734.215,3642.973,9817.242,11467.972,12792.162,22287.749,15529.54,20491.673,2714.312,15319.103,180239.352,11918.163,21056.246,8982.682,10969.573,124548.958,21073.962,296732.719,54497.834,12949.158,55835.247,3875.339,6855.371,5589.269,31723.898,7965.833,6635.294,2689.523,23972.172,3973044.705,398347.592,77738.632,47032.375,18225.573,979127.65,9993.527,646924.142,5865.842,359659.645,222343.619,45229.659,17427.544,2874.614,27691.56,143252.618,19275.311,18905.111,14609.96,10183.425,41774.242,13495.537,92558.754,23754.895,545008.613,13167.201,32722.122,69882.436,21222.903,28975.691,270441.078,13548.228,13714.825,24813.762,11139.729,2007339.887,250712.582,274206.634,39765.375,11530.629,28477.916,7186.317,100841.32,5240.911,11500.808,21296.875,7926.796,13682.007,33238.527,27868.885
